	Term	Type	Overlap	P.value	Adjusted.P.value	Genes
82	MXD4	EnrichR	20/299	0.00113387036715611	0.0216079614286454	JUP;TSC22D1;ATP2B4;NREP;FAM214A;TOB1;COL1A1;ABTB1;SH3PXD2A;SESN3;FCGRT;TP53INP1;COQ8A;ZNF467;YPEL5;TRIB2;ITM2B;YPEL3;YPEL2;SIDT2
83	ZNF182	EnrichR	20/299	0.00113387036715611	0.0216079614286454	TOP2B;SHPRH;TSC22D1;ZNF260;ZBTB38;ATRX;ZFC3H1;ATP11C;NREP;ZC3H6;FAM214A;ZBTB41;SH3BGRL;XRN1;ZFP62;ZNF638;BBX;ATP7A;INTS6L;YPEL2
84	ZNF320	EnrichR	20/299	0.00113387036715611	0.0216079614286454	ZNF331;ZNF253;ZNF461;ZNF140;JUP;ZNF260;ZNF160;ZNF43;ABAT;NREP;ZFP90;ZFP14;ZNF616;ZNF549;TP53INP1;ZNF613;ZNF226;ZNF585B;ZNF302;ZNF224
85	ZNF396	EnrichR	20/299	0.00113387036715611	0.0216079614286454	ZNF397;ATP8A1;TMTC2;FBXO15;ABAT;ZC3H6;FAM214A;ATP6AP1L;ABTB1;ZFP14;SESN3;BBS12;TRIM2;TMEM67;TP53INP1;ZNF546;ZNF425;COL9A2;YPEL3;YPEL2
86	ZNF416	EnrichR	20/299	0.00113387036715611	0.0216079614286454	ZNF461;ZNF570;JUP;ZNF260;ZNF43;NREP;TOB1;ZFP90;COL1A1;ZFP14;TNNT1;ZNF616;ZNF549;TP53INP1;ZNF569;ZNF613;ZNF226;ZNF268;ZIK1;ZNF222
87	ZNF708	EnrichR	20/299	0.00113387036715611	0.0216079614286454	ZNF441;ZNF253;ATP8A1;ZNF260;ZNF160;ATRX;ZNF43;ZNF518A;ZC3H6;ZBTB41;ZFP14;SESN3;ZNF638;ZNF616;TP53INP1;BBX;ZNF766;ZNF644;KANSL1L;ZNF302
88	ZNF846	EnrichR	20/299	0.00113387036715611	0.0216079614286454	ZNF441;ZNF253;ABCA5;ATP2B4;NR2F2;NREP;ZC3H6;FAM214A;CLU;COL1A1;ZFP14;SESN3;TRIM2;TP53INP1;ZNF546;FAT4;ZNF226;ZNF467;YPEL3;YPEL2
89	HBP1	EnrichR	19/299	0.00266288504188033	0.040231155092192	ITGB1;JUP;TSC22D1;ABHD4;IRF2BP2;FAM214A;TOB1;ABTB1;KAT2B;TMEM59;NPC2;TP53INP1;TPP1;SERINC1;YPEL5;SERINC3;ITM2B;YPEL3;YPEL2
90	HKR1	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF331;KANK1;ZNF570;JUP;ZNF160;FBXL19;ABAT;SEZ6L2;ZBTB4;ZFP90;ITPKB;SH3PXD2A;SIX5;TP53INP1;ZNF569;TPP1;JARID2;ZNF585B;YPEL2
91	THAP5	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF260;SEL1L;ATRX;TMTC3;ZNF518A;ZDHHC21;ATP11B;FAM214A;ZBTB41;SIKE1;XRN1;BBX;BCAP29;ZNF644;ZNF302;TRMT1L;ZNF652;TRIM23;BET1
92	TIGD7	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF441;ZBED8;SHPRH;ZNF570;ZNF140;ZNF260;SH3KBP1;ZFP3;ATRX;ZNF181;NR2F2;FAM214A;ZFP62;TP53INP1;ZNF226;ZNF512;YPEL5;ZNF302;ZNF268
93	ZFP14	EnrichR	19/299	0.00266288504188033	0.040231155092192	BBS2;ABCA5;TSC22D1;ATP8A1;ZNF260;ZNF43;ABAT;NR2F2;NREP;ZC3H6;FAM214A;ZFP90;COL1A1;SESN3;TRIM2;TP53INP1;TRIB2;YPEL3;YPEL2
94	ZNF132	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF331;ZNF441;ZNF253;ZNF572;ZNF671;ZNF461;ZNF582;ZNF570;ZFP3;ZFP2;ZNF43;ZNF616;ZNF549;ZNF613;ZNF667;FAT4;ZNF585B;ZIK1;JAM3
95	ZNF224	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF155;ZNF284;ABCA5;ZNF260;ZNF160;ATRX;ZFC3H1;ZNF518A;FAM214A;ZBTB41;XRN1;ZNF638;ZNF616;TP53INP1;BBX;ZNF226;ZNF585B;ZNF302;ZNF222
96	ZNF248	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF441;ITGB1;ZBED8;ABCA5;ATP8A1;ZNF260;ATRX;ZFC3H1;ATP2B4;ZNF518A;NR2F2;NREP;ZFP14;ZFP62;TP53INP1;ZNF302;B4GALT6;TRIB2;ZBED5
97	ZNF30	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF485;ZNF331;ZNF441;ZNF285;ZNF260;ZNF181;ZDHHC23;ZNF43;ZNF23;NREP;ZFP14;ZFP62;ZNF616;ZNF569;ZNF613;NRCAM;ZNF226;ZNF302;ZNF268
98	ZNF304	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF331;ZNF253;ZNF461;ZNF140;JUP;ZNF260;ZNF160;CLU;TOB1;ZNF616;ZNF549;ZNF436;ZNF766;ZNF585B;ZNF302;TRIB2;ZNF268;ZIK1;ZNF222
99	ZNF358	EnrichR	19/299	0.00266288504188033	0.040231155092192	TRABD;TSC22D4;JUP;TSC22D1;TMEM94;NREP;SEZ6L2;NR2F6;COL1A1;ABTB1;BCAM;FCGRT;SIX5;TP53INP1;NUCB1;ZNF579;ZNF467;NUDT14;YPEL3
100	ZNF431	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF397;ZNF253;ZNF260;ZNF160;ATRX;ZNF43;ZNF518A;ZC3H6;FAM214A;ZFP14;XRN1;SESN3;ZNF638;ZNF616;TP53INP1;BBX;ZNF644;JARID2;ZNF302
101	ZNF441	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF331;ZNF253;ABCA5;ZNF160;ATRX;ZNF181;ATP2B4;ZNF43;ZNF518A;ZC3H6;FAM214A;ZFP90;SESN3;TP53INP1;ZNF569;NRCAM;ZNF546;ZNF585B;ZNF302
102	ZNF445	EnrichR	19/299	0.00266288504188033	0.040231155092192	TOP2B;SHPRH;TSC22D1;ZBTB38;ATRX;ATP2B4;ZNF518A;NREP;ZBTB4;ZFP14;XRN1;SH3PXD2A;ABI2;SESN3;TRIM2;ZKSCAN8;TP53INP1;JARID2;BCL9L
103	ZNF491	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF441;ZNF253;ZNF285;ZNF483;ZFP3;NR2F1;ZNF43;ABAT;NR2F2;FBXL20;ZFP14;SH3PXD2A;SESN3;TP53INP1;YPEL1;NRCAM;ZNF546;FAT4;ZNF585B
104	ZNF514	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF397;BBS2;ZNF331;ABCA5;ZNF160;ZFC3H1;ZC3H6;FAM214A;ZFP90;ZFP14;ZFP62;TP53INP1;YPEL1;BBX;KANSL1L;ZNF302;TRIB2;ZNF652;TRIM45
105	ZNF558	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF331;ZNF441;ZNF395;JUP;ZNF260;ZNF160;ATP2B4;ZNF43;NREP;ZC3H6;FAM214A;TOB1;ZFP90;COL1A1;ZFP14;TP53INP1;ZNF302;TRIB2;YPEL2
106	ZNF596	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF441;ZNF253;ZNF461;ZFP3;ZC3H6;FAM214A;CLU;ZFP14;SESN3;TP53INP1;YPEL1;NRCAM;ZNF546;ZNF667;ZNF425;KANSL1L;ZNF268;YPEL3;YPEL2
107	ZNF613	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF253;ZNF285;ZNF461;ZNF570;TSC22D1;ZNF260;ZNF160;ZNF43;ZFP14;ZNF616;TP53INP1;ZNF226;JARID2;ZNF585B;ZNF302;TRIB2;ZNF268;ZNF222;ZNF189
108	ZNF616	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF485;ZNF253;ZNF570;ZNF260;ZNF160;ZNF43;COL1A1;ZFP14;TNNT1;ZFP62;SIN3A;TP53INP1;TRIM24;ZNF569;ZNF613;ZNF766;ZNF226;ZNF585B;ZIK1
109	ZNF709	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF331;ZNF441;ZNF253;ZNF570;ZNF260;ZFP3;ZNF160;ZNF43;NR2F2;ZC3H6;ZFP90;ZFP14;TP53INP1;ZNF546;ZNF667;ZNF226;JARID2;ZNF555;YPEL2
110	ZNF829	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF331;ZNF441;ZNF253;ZNF461;ZNF570;ZNF260;ZNF160;ZNF43;ZFP14;ZNF616;ZNF549;ZNF569;ZNF667;ZNF226;ZNF644;ZNF585B;ZNF302;ZNF268;ZIK1
111	ZNF845	EnrichR	19/299	0.00266288504188033	0.040231155092192	ZNF253;ZNF570;ZNF260;ZNF160;ATRX;ZNF43;ZBTB41;XRN1;TMX1;ZNF616;BBX;ZNF613;ZNF766;ZNF226;ZNF644;ZNF585B;ZNF302;ZNF268;ZIK1
112	ZBTB4	EnrichR	18/299	0.00593745426734623	0.0760084794377071	JUP;TSC22D1;CLSTN1;ATP2B4;IRF2BP2;JADE2;TOB1;ITPKB;SH3PXD2A;SESN3;TRIM2;SFXN3;TPP1;YPEL5;ITM2B;YPEL3;YPEL2;BCL9L
113	ZKSCAN1	EnrichR	18/299	0.00593745426734623	0.0760084794377071	TOP2B;TSC22D1;ATRX;ATP2B4;IRF2BP2;IQGAP1;NR2F2;TOB1;XRN1;SH3PXD2A;TRIM2;ZNF638;TP53INP1;BBX;TRIP12;SERINC1;JARID2;YPEL2
114	ZNF10	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF331;ZNF441;ZNF253;ZNF140;ABCA5;ATP8A1;ZNF260;ATRX;ZDHHC23;ZNF43;ZNF518A;FAM214A;TOB1;SESN3;TRIM2;TP53INP1;SH3BGRL2;ZNF268
115	ZNF141	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF397;ZNF331;ZNF253;ZNF483;ZNF570;ATP8A1;ZNF260;ZNF160;ZNF43;NREP;TP53INP1;ZNF667;ZNF732;ZNF423;ZNF302;ZNF268;ZNF224;ZIK1
116	ZNF180	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF253;ZNF260;ATRX;ZNF181;ZNF43;NREP;ZNF616;ZNF569;FAT4;ZNF226;ZNF644;ZNF302;ZNF268;ZBED5;ZNF224;ZNF222;NUDT12;ZNF189
117	ZNF211	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF331;ZNF671;TSC22D1;ZNF160;ATP2B4;FAM214A;TOB1;KAT2B;TP53INP1;ZNF226;JARID2;YPEL5;ZNF302;TRIB2;ZNF224;ZNF586;ZNF222;YPEL2
118	ZNF226	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF331;TSC22D1;ZNF260;ZNF160;NR2F1;ATP2B4;ZNF43;ZNF518A;NREP;CLU;ZFP62;ZNF638;TP53INP1;YPEL5;ZNF302;ZNF268;ZNF224;ZNF222
119	ZNF254	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF253;TSC22D1;ZNF260;ZNF160;ZBTB38;ATRX;ATP2B4;ZNF43;ZNF518A;NR2F2;NREP;ZC3H6;FAM214A;TRIM2;TP53INP1;BBX;ZNF644;ZNF302
120	ZNF268	EnrichR	18/299	0.00593745426734623	0.0760084794377071	TMF1;ZNF140;ZNF260;ZBTB38;ATRX;ZBTB1;ZNF43;NR2F2;NREP;ZNF24;ZBTB41;TRIM2;ZNF638;BBX;ZNF226;ZNF644;ZNF302;ZNF189
121	ZNF28	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF253;ZNF140;ZNF260;ZNF160;TMTC3;ZNF43;ZC3H6;ZFP14;SESN3;ZNF616;ZNF549;TP53INP1;ZNF613;ZNF644;ZNF585B;ZNF302;ATP7A;ZNF268
122	ZNF362	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF395;JUP;TSC22D1;CLSTN1;ATP2B4;IRF2BP2;NR2F2;NREP;TOB1;CNN3;COL1A1;ITPKB;SH3PXD2A;SESN3;TP53INP1;JARID2;YPEL3;YPEL2
123	ZNF517	EnrichR	18/299	0.00593745426734623	0.0760084794377071	SEMA6C;ZNF395;IZUMO4;JUP;TSC22D1;TNFAIP2;ABTB1;FAM171A2;SIX5;TP53INP1;ZNF579;CLBA1;NRCAM;ZNF358;JARID2;ZNF467;YPEL3;YPEL2
124	ZNF561	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF260;ZNF160;ATRX;ATP2B4;IRF2BP2;FAM214A;TOB1;ZFP90;FAM210B;SESN3;ZNF638;ZNF616;TP53INP1;FDXR;ZNF766;ZNF644;ZNF302;ISCU
125	ZNF627	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF441;TSC22D1;ZNF260;ZNF160;IRF2BP2;NREP;FAM214A;TOB1;ZFP90;TSPAN13;ZFP62;ZNF616;TP53INP1;YPEL5;ZNF302;ZBED5;YPEL2;ZNF189
126	ZNF654	EnrichR	18/299	0.00593745426734623	0.0760084794377071	TMF1;TMEM30A;ZBTB38;SEL1L;ATRX;ZBTB1;ATP11B;ZC3H6;FAM214A;ZBTB41;ZFYVE16;XRN1;SESN3;ZNF638;TP53INP1;BBX;ZNF644;SEC62
127	ZNF678	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF253;SHPRH;ZNF260;ATRX;ATP2B4;TMTC2;ZNF43;ZNF518A;ZDHHC21;NR2F2;NREP;ZBTB41;XRN1;SESN3;TRIM2;ZKSCAN8;BBX;ZNF644
128	ZNF71	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF331;ZNF671;ZFP3;ZNF160;NR2F1;NR2F2;NREP;ZBTB4;NR2F6;ZNF549;ZNF569;ZNF579;ZNF436;ZNF667;ZNF358;ZNF226;ZNF467;ZIK1
129	ZNF763	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF441;ZNF253;ZNF160;ZFP2;ZNF43;ABAT;NREP;ZC3H6;FAM214A;ZFP14;TP53INP1;YPEL1;ZNF546;ZNF226;ZNF585B;ZNF302;ZNF224;YPEL2
130	ZNF782	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF441;SHPRH;ABCA5;ATRX;ZFC3H1;TMTC2;FAM214A;CLU;ZFP14;SESN3;ZFP62;ZNF638;ZNF546;FAT4;ZNF302;ZNF268;ZNF224;ZNF189
131	ZNF91	EnrichR	18/299	0.00593745426734623	0.0760084794377071	ZNF253;TOP2B;TSC22D1;ATRX;ZNF43;NREP;FAM214A;CLU;TOB1;SH3BGRL;TSPAN13;SESN3;TRIM2;TP53INP1;BBX;SERINC1;YPEL5;ZNF302
