	Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
11	ZNF284	30/299	1.79819447661065e-08	2.51297678106338e-06	0	0	3.60613665955881	64.3114721021262	ZNF155;ZNF331;ZNF253;ZNF572;ZNF570;ZNF43;FAM214A;CLU;ZFP14;SESN3;ZNF549;TP53INP1;ZNF546;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224;ZNF222;ZNF189;ZNF441;ZNF285;ZNF461;ZNF140;ZNF260;ZFP3;NR2F2;ZNF616;ZNF613;ZNF233
12	ZNF550	30/299	1.79819447661065e-08	2.51297678106338e-06	0	0	3.60613665955881	64.3114721021262	ZNF331;ZNF253;ZNF570;ZNF43;ZC3H6;FAM214A;TOB1;ZFP14;SESN3;ZNF549;ZKSCAN8;TP53INP1;ZNF667;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224;ZNF441;ZNF461;ZNF284;ZNF260;ZNF160;ZNF181;IRF2BP2;ZFP90;ZFP62;ZNF616;ZNF512;TRIB2
13	ZNF230	29/299	6.53918892500514e-08	6.85388739202101e-06	0	0	3.46697322322322	57.3536790175538	ZNF155;ZNF331;ZNF253;ZNF197;ZNF570;ZNF43;ZFP14;SH3PXD2A;ZNF569;ZNF546;ZNF226;ZNF585B;ZNF302;ZNF224;ZNF586;ZNF222;ZNF441;ZNF285;ZNF461;ZNF284;ZNF140;ZNF260;ZNF160;ATP2B4;XRN1;CNEP1R1;ZNF616;ZNF613;ZNF233
14	ZNF585B	29/299	6.53918892500514e-08	6.85388739202101e-06	0	0	3.46697322322322	57.3536790175538	ZNF331;ZNF253;KANK1;ZNF570;ATP8A1;ZNF43;ZFP14;SESN3;TP53INP1;ZNF569;ZNF667;ZNF226;JARID2;ZNF268;ZNF224;ZNF441;ZNF285;ZNF461;ZNF284;ZNF140;JUP;ZNF260;ZFP3;ZNF160;ZBTB38;ZNF616;ZNF613;TRIB2;YPEL2
15	ZNF772	29/299	6.53918892500514e-08	6.85388739202101e-06	0	0	3.46697322322322	57.3536790175538	ZNF331;ZNF253;ZNF671;ZNF570;ZNF43;ABAT;NREP;ZC3H6;ZFP14;SESN3;ZNF549;TP53INP1;ZNF569;ZNF667;ZNF226;ZNF644;ZNF585B;ZNF268;ZIK1;ZNF441;ZNF561;ZNF285;ZNF140;TSC22D1;ZNF260;ZNF160;ZNF181;ZFP62;ZNF616
16	ZNF780B	29/299	6.53918892500514e-08	6.85388739202101e-06	0	0	3.46697322322322	57.3536790175538	ZNF397;ZNF253;ATP8A1;ZNF43;ZNF518A;ZC3H6;FAM214A;ZFP14;SESN3;ZKSCAN8;TP53INP1;BBX;ZNF546;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224;ZNF189;ZNF441;ZNF260;ZNF160;ATRX;ZNF181;ZFC3H1;ZFP90;XRN1;ZFP62;TMEM19
17	ZNF383	28/299	2.28881345760407e-07	2.02017903600107e-05	0	0	3.32927201110122	50.9047758256877	ZNF253;ZNF570;ZNF43;ZC3H6;FAM214A;TOB1;ZFP14;SESN3;TP53INP1;ZNF569;ZNF546;ZNF766;ZNF226;ZNF585B;ZNF302;ZNF224;ZNF222;ZNF461;ZNF284;TSC22D1;ZNF260;ZFP3;ZNF160;ZNF181;ZFP90;ZNF616;ZNF613;YPEL2
18	ZNF510	28/299	2.28881345760407e-07	2.02017903600107e-05	0	0	3.32927201110122	50.9047758256877	ZNF253;ZNF197;TMF1;ATP8A1;ZNF43;ZNF24;FAM214A;ZBTB41;ZFP14;BBX;ZNF569;ZNF644;KANSL1L;ZNF302;ZNF268;ZNF189;ZNF441;ZNF484;ABCA5;TSC22D1;ZNF260;ZNF160;ZBTB38;ATRX;ZNF638;ZNF616;YPEL1;B4GALT6
19	ZNF776	28/299	2.28881345760407e-07	2.02017903600107e-05	0	0	3.32927201110122	50.9047758256877	ZNF331;ZNF253;ZNF43;FAM214A;TOB1;ZFP14;SESN3;ZNF549;ZKSCAN8;TP53INP1;BBX;ZNF569;ZNF766;ZNF226;ZNF644;ZNF302;ZNF268;ZNF586;ZIK1;ZNF441;TSC22D1;ZNF260;ZNF160;ATRX;ZFP90;KAT2B;XRN1;ZNF616
20	ZNF140	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF331;ZNF253;ZNF43;ZNF518A;NREP;ZNF24;TOB1;SESN3;TP53INP1;BBX;ZNF569;ZNF226;ZNF585B;ZNF302;ZNF268;ZBED5;ZNF222;ZNF189;ZNF441;ZNF461;TSC22D1;ZNF260;ZNF160;ZBTB38;ATRX;ZNF181;ZFP62
21	ZNF221	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF155;ZNF253;ZNF570;COL14A1;TNFAIP2;ZNF43;ZFP14;ZNF549;ZKSCAN8;ZNF569;NRCAM;ZNF546;ZNF226;ZNF585B;ZNF268;ZNF224;ZNF222;ZNF441;ZNF484;ZNF285;ZNF461;ZNF284;ZNF260;ZNF160;ZNF613;FAT4;ZNF233
22	ZNF347	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF397;ZNF331;ZNF253;ZNF570;ZNF43;ZFP14;ZNF549;TP53INP1;BBX;ZNF569;ZNF667;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224;ZIK1;ZNF441;ZNF461;ZNF260;ZNF160;ATRX;ZFP90;ZNF616;ZNF613;FAT4;TRIB2
23	ZNF493	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF253;ATP8A1;ZNF43;ZNF518A;NREP;ZC3H6;FAM214A;ZFP14;SESN3;TP53INP1;BBX;ZNF667;ZNF226;JARID2;ZNF585B;ZNF302;ZNF441;ABCA5;TSC22D1;ZNF260;ZNF160;ATRX;ZFC3H1;ATP2B4;XRN1;ZNF638;ZNF652
24	ZNF548	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF331;ZNF570;ZC3H6;ZBTB4;FAM214A;FBXL20;ZFP14;ZNF549;ZKSCAN8;TP53INP1;ZNF766;ZNF226;ZNF585B;ZNF302;ZNF268;ZBED5;ZNF224;ZNF586;ZNF222;ZNF189;ZNF461;ZNF140;ZNF260;ZNF160;ZFP90;XRN1;ZFP62
25	ZNF605	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF397;ZNF253;ZNF43;ZNF518A;NREP;FAM214A;ZFP14;SESN3;TRIM2;TMEM67;TP53INP1;BBX;ZNF569;NRCAM;ZNF667;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF189;ZNF140;ZNF260;ZFP3;ATRX;FAM167A;ZFP62;ZNF638
26	ZNF607	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF331;ZNF253;ZNF572;ZNF570;ZNF43;NREP;ZFP14;ZNF549;ZNF569;ZNF667;ZNF585B;ZNF302;ZNF268;ZIK1;ZNF222;ZNF485;ZNF461;ZNF284;ZNF260;ZFP3;ZNF160;ZNF181;ZFP90;ZFP62;ZNF616;ZNF613;ZNF555
27	ZNF624	27/299	7.70277439342891e-07	4.78427876214085e-05	0	0	3.19301470588235	44.9465196457539	ZNF331;ZBED8;ZNF197;ZNF518A;ZC3H6;FAM214A;ZBTB41;ZFP14;TRIM2;TP53INP1;BBX;ZNF569;BBS7;ATP7A;BBS2;ZNF441;ZNF260;ATRX;KAT2B;ZFYVE16;ZC2HC1A;XRN1;BBS12;ZNF436;SERINC1;FAT4;YPEL2
28	ZNF17	26/299	2.48976248242361e-06	0.000126525202515891	0	0	3.05818327330932	39.4607273045747	ZNF253;ZNF570;FAM214A;ZFP14;ZNF549;SH3BGRL2;ZNF569;ZNF766;ZNF226;ZNF585B;ZNF302;ZNF268;ZBED5;ZNF224;ZNF586;ZIK1;ZNF189;ZNF441;TSC22D1;ZNF260;ZNF160;ZNF181;ZFP62;ZNF616;ZNF613;YPEL2
29	ZNF417	26/299	2.48976248242361e-06	0.000126525202515891	0	0	3.05818327330932	39.4607273045747	ZNF397;ZNF331;ZNF253;ZNF570;ZNF43;ZFP14;ZNF549;ZKSCAN8;TP53INP1;ZNF546;ZNF644;JARID2;ZNF585B;ZNF302;ATP7A;ZNF224;ZNF586;ZNF441;SHPRH;ZNF260;ZNF160;ATRX;XRN1;ZFP62;ZNF555;ZNF652
30	ZNF420	26/299	2.48976248242361e-06	0.000126525202515891	0	0	3.05818327330932	39.4607273045747	ZNF331;ZNF253;ZNF570;ZNF43;NREP;FAM214A;ZFP14;SESN3;TRIM24;ZNF569;ZNF667;ZNF766;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF441;ZNF461;ZNF140;ZNF260;ZNF160;ZBTB38;ATRX;ZNF181;ZNF616;FAT4
31	ZNF546	26/299	2.48976248242361e-06	0.000126525202515891	0	0	3.05818327330932	39.4607273045747	ZNF253;TNFAIP8;ZNF43;ZNF518A;ZC3H6;FAM214A;ZFP14;SESN3;TRIM2;TP53INP1;BBX;NRCAM;ZNF667;ZNF226;ZNF224;ZNF189;ZNF441;ABCA5;TSC22D1;ZNF260;ZNF160;ATRX;XRN1;FAT4;TMEM19;ZNF233
32	ZNF594	26/299	2.48976248242361e-06	0.000126525202515891	0	0	3.05818327330932	39.4607273045747	ZNF397;ZNF253;ZNF572;ZBED8;ZNF43;ZNF518A;NREP;ZC3H6;ZFP14;TRIM2;TP53INP1;ZNF546;ZNF667;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF189;ZNF441;ZNF260;ZFP3;ZNF181;NR2F2;ZFP90;ZFP62;ZNF616
33	ZNF790	26/299	2.48976248242361e-06	0.000126525202515891	0	0	3.05818327330932	39.4607273045747	ZNF155;ZNF331;ZNF253;ZNF570;ZNF43;ZNF518A;NREP;CLU;ZFP14;SESN3;ZNF549;TP53INP1;ZNF569;ZNF546;ZNF667;ZNF226;ZNF585B;ZNF302;ATP7A;ZNF461;ZNF260;ZNF160;ZNF181;ZFP90;ZNF616;ZNF613
34	ZNF253	25/299	7.72035105865647e-06	0.000323675718134172	0	0	2.92475995689022	34.4292526554023	TOP2B;ATP8A1;ZNF43;ZNF518A;ABAT;NREP;FAM214A;ZBTB41;ZFP14;SESN3;TP53INP1;SH3BGRL2;ZNF569;ZNF667;ZNF585B;ZNF302;ZNF268;ZIK1;ZNF441;ZNF140;ZNF260;ZNF160;ATRX;ZFP62;ZNF616
35	ZNF583	25/299	7.72035105865647e-06	0.000323675718134172	0	0	2.92475995689022	34.4292526554023	ZNF331;ZNF253;ZNF570;ZNF43;NREP;SESN3;ZNF549;TP53INP1;ZNF569;ZNF667;ZNF226;ZNF268;ZIK1;ZNF485;ZNF441;ZNF461;ZNF582;ZNF260;ZBTB38;ZNF181;NR2F1;ZFP90;ZNF616;ZNF613;TRIB2
36	ZNF585A	25/299	7.72035105865647e-06	0.000323675718134172	0	0	2.92475995689022	34.4292526554023	ZNF253;ZNF570;ZNF43;ZC3H6;TOB1;ZBTB41;ZFP14;SESN3;TP53INP1;BBX;ZNF569;ZNF546;ZNF667;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224;ZNF461;ZNF260;ZNF160;ATRX;ZFP90;ZNF616;YPEL2
37	ZNF625	25/299	7.72035105865647e-06	0.000323675718134172	0	0	2.92475995689022	34.4292526554023	ZNF155;ZNF331;ZNF253;ZNF570;ZNF43;NREP;ZFP14;ZNF569;ZNF667;ZNF585B;ZNF302;ZNF586;ZIK1;ZNF222;ZNF441;ZNF461;ZNF284;TSC22D1;ZNF260;ZNF160;ATRX;ZNF616;YPEL1;ZNF555;ZNF233
38	ZNF700	25/299	7.72035105865647e-06	0.000323675718134172	0	0	2.92475995689022	34.4292526554023	ZNF331;ITGB1;ZNF253;ZNF43;ZNF518A;FAM214A;TP53INP1;ZNF766;ZNF226;ZNF644;ZNF302;ZNF268;ZBED5;ZNF224;ZNF189;ZNF441;ZNF140;ZNF260;ZNF160;ZFC3H1;ZFYVE16;XRN1;ZFP62;ZNF616;INTS6L
39	ZNF765	25/299	7.72035105865647e-06	0.000323675718134172	0	0	2.92475995689022	34.4292526554023	ZNF331;ZNF253;TNFAIP8;ZNF43;ZNF518A;IQGAP1;ZNF24;ZBTB41;ZFP14;BBX;ZNF766;ZNF226;ZNF644;ZNF302;ZNF268;ZNF461;ZNF260;ZNF160;ZBTB38;ATRX;ATP11B;XRN1;ZFP62;ZNF616;ZNF613
40	ZNF780A	25/299	7.72035105865647e-06	0.000323675718134172	0	0	2.92475995689022	34.4292526554023	ZNF253;ZNF43;ZNF518A;ZDHHC21;ZC3H6;ZBTB41;ZFP14;SESN3;TP53INP1;BBX;ZNF569;ZNF546;ZNF226;ZNF644;ZNF302;ZNF268;ZNF224;TRIM23;ZNF189;ZNF260;ATRX;XRN1;ZFP62;ZNF638;FBXL4
41	ZNF134	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF253;ZNF461;ZNF570;ZNF140;JUP;TSC22D1;ZNF260;ZNF160;ZNF43;ZNF24;TOB1;ZNF616;ZNF549;ZNF569;ZNF613;ZNF667;ZNF766;ZNF226;JARID2;ZNF585B;ZNF268;ZNF586;ZIK1
42	ZNF155	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF441;ZNF253;ZNF285;ZNF461;ZNF284;ZNF570;ZNF140;ZNF260;ZNF160;ZNF181;ZNF43;ZNF616;ZNF549;ZNF569;ZNF613;FAT4;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224;ZNF233;ZNF222
43	ZNF197	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF253;TOP2B;TMF1;ZNF260;ZNF160;ZBTB38;SEL1L;ATRX;ATP11B;ZNF24;FAM214A;ZBTB41;ZFYVE16;XRN1;ZMYM4;ZNF638;TP53INP1;BBX;SERINC1;ZNF226;ZNF644;ZNF302;ZNF268;ZNF224
44	ZNF227	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF155;ZNF331;ZNF197;ZNF284;ZNF570;ZNF140;ZNF260;ZNF160;ZBTB38;ATRX;ZNF43;ZNF518A;FAM214A;ZBTB41;ZNF638;ZNF569;ZNF766;ZNF226;ZNF644;ZNF585B;ZNF302;ZNF268;ZNF224;ZNF222
45	ZNF419	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF155;ZNF331;ZNF671;ZNF461;ZNF570;ZNF140;ZNF260;ZNF160;ZNF181;IRF2BP2;ZNF43;TOB1;ZFP62;ZNF616;ZNF549;TP53INP1;ZNF226;JARID2;ZNF302;ZNF268;ZNF224;ZNF586;YPEL3;ZNF222
46	ZNF461	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF155;ZNF331;ZNF441;ZNF253;ZNF484;ZNF570;ZNF140;ZNF260;ZNF160;ZNF181;ZNF43;NREP;ZC3H6;ZFP14;ZNF616;ZNF549;ZNF569;ZNF613;ZNF667;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF222
47	ZNF470	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF155;ZNF331;ZNF441;ZNF253;ZNF285;ZNF461;ZNF582;ZNF570;ZNF140;ZNF260;ZFP3;ZNF160;ZNF43;NREP;ZFP14;ZNF616;ZNF549;ZNF569;ZNF613;ZNF667;ZNF585B;ZNF423;ZNF302;ZIK1
48	ZNF529	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF461;ZNF570;ZNF140;ZNF260;ZNF160;IRF2BP2;ZNF43;NREP;ZC3H6;FAM214A;ZFP14;SESN3;TP53INP1;ZNF569;ZNF667;ZNF644;JARID2;ZNF585B;KANSL1L;ZNF302;ZNF268;ZBED5;ZNF224
49	ZNF554	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ABCA5;TSC22D1;ATP8A1;IRF2BP2;NR2F2;ZC3H6;FAM214A;CLU;ZFP90;FBXL20;ABTB1;ZFP14;SESN3;ZNF517;NOXA1;TP53INP1;YPEL1;ZNF425;YPEL5;ZNF555;JAK3;YPEL3;YPEL2;TRIM45
50	ZNF555	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF441;ZNF253;ZNF570;JUP;TSC22D1;IRF2BP2;ZNF43;ZC3H6;ZFP90;FBXL20;ZFP14;SESN3;ZNF616;ZNF549;ZKSCAN8;TP53INP1;ZNF613;ZNF226;ZNF585B;YPEL5;ZNF302;ZNF268;YPEL2
51	ZNF566	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF253;ZNF461;ZNF570;ZNF260;ZNF160;ATRX;ZNF181;ZNF43;ZNF518A;NREP;ZBTB41;ZFP14;SESN3;ZFP62;ZNF616;TP53INP1;ZNF569;ZNF226;ZNF644;ZNF585B;ZNF302;ZNF268;ZNF652
52	ZNF569	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF441;B3GALNT1;ZNF253;ZNF461;ZNF570;ZNF260;ATRX;ZNF43;ZNF518A;NREP;ZBTB41;ZFP14;ZMYM4;ZFP62;TRIM2;ZNF616;ZNF667;ZNF226;ZNF644;ZNF585B;ZNF302;ZNF268;ZIK1
53	ZNF571	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF253;ZNF285;ZBED8;ZNF461;ZNF570;ZNF140;ZNF260;ZFP3;ZNF181;ZNF43;ZC3H6;ZFP14;ZNF616;TP53INP1;ZNF569;ZNF667;FAT4;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224;ZNF222
54	ZNF599	24/299	2.29375854209671e-05	0.000712339458351146	0	0	2.79272727272727	29.8339617738423	ZNF331;ZNF572;ZNF570;ZFP3;ZNF181;ZNF32;ZNF43;ABAT;ZFP90;COL1A1;FBXL20;ZFP14;SH3PXD2A;ZFP62;TMEM67;ZNF616;TP53INP1;ZNF569;ZNF546;FAT4;ZNF226;ZNF302;BEND5;TRIM45
55	ZNF233	23/299	6.52108212590005e-05	0.00182264245418906	0	0	2.66206800445931	25.656705642077	ZNF155;ZNF441;ZNF253;ZNF285;ZNF461;ZNF284;ZNF570;ATP8A1;ATRNL1;KCNIP4;ZNF43;ABAT;ZFP14;TP53INP1;NRCAM;ZNF546;ZNF667;FAT4;ZNF226;ZNF585B;ZNF302;ZNF224;ZNF222
56	ZNF287	23/299	6.52108212590005e-05	0.00182264245418906	0	0	2.66206800445931	25.656705642077	KANK1;ZNF570;ATP8A1;ZNF260;ZFP3;ATP2B4;ZNF43;NR2F2;NREP;TOB1;ZFP90;COL1A1;ZFP14;SESN3;TRIM2;TMEM67;TP53INP1;ZNF569;FAT4;ZNF226;ZNF302;B4GALT6;ZNF268
57	ZNF302	23/299	6.52108212590005e-05	0.00182264245418906	0	0	2.66206800445931	25.656705642077	ZNF331;TOP2B;TSC22D1;ZNF260;ATRX;ZNF181;ZNF518A;NREP;FAM214A;ZFP90;ZFYVE16;ZFP62;ZNF638;TP53INP1;BBX;SERINC1;ZNF226;ZNF644;YPEL5;ZNF268;ZBED5;TRIM23;ZNF189
58	ZNF568	23/299	6.52108212590005e-05	0.00182264245418906	0	0	2.66206800445931	25.656705642077	ZNF331;ZNF441;ZNF253;ZNF285;ZNF461;ZNF570;ZNF260;ZNF160;ZNF181;ZNF43;ZC3H6;ZFP14;TRIM2;ZNF569;ZNF667;FAT4;ZNF226;ZNF585B;ZNF302;ZNF268;ZIK1;ZNF233;YPEL2
59	ZNF573	23/299	6.52108212590005e-05	0.00182264245418906	0	0	2.66206800445931	25.656705642077	ZNF397;ZNF485;ZNF331;ZNF253;ZNF284;ZNF570;ZNF260;ZNF160;ZNF43;NR2F2;NREP;ZFP90;ZFP14;ZNF616;ZNF569;ZNF613;ZNF667;ZNF226;ZNF585B;ZNF423;ZNF302;ZNF224;ZNF652
60	ZNF75A	23/299	6.52108212590005e-05	0.00182264245418906	0	0	2.66206800445931	25.656705642077	ZNF331;ZNF441;KANK1;ZNF140;ZNF260;ZFP3;ZNF160;ZNF43;NR2F2;JADE2;ZBTB4;FAM214A;ZFP90;ITPKB;SESN3;ZFP62;TRIM2;TP53INP1;ZNF226;ZNF585B;ZNF302;ZNF268;YPEL2
61	ZNF136	22/299	0.000177152593537996	0.00436889557887088	0	0	2.53276519831488	21.8792898517341	ZNF331;ZNF441;ZNF253;ZNF570;TMEM30A;ZNF140;ZNF260;ZNF160;ATRX;IRF2BP2;ZNF43;NREP;KAT2B;ZFP14;XRN1;ZNF616;ZNF569;ZNF226;ZNF644;ZNF302;ZNF268;TRIM23
62	ZNF229	22/299	0.000177152593537996	0.00436889557887088	0	0	2.53276519831488	21.8792898517341	ZNF155;ZNF331;KANK1;ZNF572;ZNF285;ZNF284;ZNF570;COL14A1;ZNF43;NREP;COL1A1;ZNF549;ZNF569;NRCAM;ZNF667;FAT4;ZNF226;ZNF585B;ZNF268;ZIK1;ZNF233;ZNF222
63	ZNF564	22/299	0.000177152593537996	0.00436889557887088	0	0	2.53276519831488	21.8792898517341	ZNF397;ZNF441;ZNF253;ZNF561;ZNF395;ZBED8;TSC22D1;ZFP3;ZNF160;ZNF181;FAM214A;ZNF616;TP53INP1;ZNF436;YPEL5;ZNF555;ZNF302;TRIB2;ZBED5;YPEL3;YPEL2;ZNF189
64	ZNF615	22/299	0.000177152593537996	0.00436889557887088	0	0	2.53276519831488	21.8792898517341	ZNF331;ZNF441;ZNF253;ZNF570;ZNF260;ZNF160;ZNF43;ABAT;FAM214A;KAT2B;XRN1;SESN3;COBLL1;ZNF616;TP53INP1;BBX;ZNF569;ZNF613;ZNF226;ZNF585B;ZNF302;ZNF268
65	ZNF701	22/299	0.000177152593537996	0.00436889557887088	0	0	2.53276519831488	21.8792898517341	ZNF331;ZNF441;ZNF253;ZNF260;ZNF160;ZBTB38;ZNF43;ZNF518A;FAM214A;ZFP14;XRN1;SESN3;ZNF616;TP53INP1;BBX;ZNF613;ZNF766;ZNF226;ZNF585B;ZNF302;ZNF268;ZNF224
