Term	Type	Overlap	P.value	Adjusted.P.value	Genes
FGFR4	knockdown 96h MCF7 	19/300	0.000481805558974282	0.00734602283222713	ZNF771;ZNF460;ZNF292;ASH1L;ZNF3;OVOL1;NR2C2;PRDM10;POU6F1;NCOR2;ELF2;ZNF407;DVL2;ZSCAN12;ZNF778;ZNF324;ZNF500;CCDC71;GABPA
FLT1	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0696311065746564	ZNF484;ZNF384;ZNF142;CIZ1;SRCAP;SRF;NRF1;TBX6;ETV3;IKZF4;PHF8;SIX5;ZNF639;ZSCAN12;TUT1;ZSCAN2
FLT1	knockdown 96h HEPG2 	20/300	0.000176595397608658	0.00417865992783084	ZNF771;GCM1;PBRM1;ZNF140;TSC22D2;MLLT1;RFX1;PROX1;TBX6;HIF1A;NR2C1;PML;POU6F1;ATXN7;MYB;POGZ;ZNF778;RBM10;ANAPC2;TAF1
FLT1	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0376743083959651	ESRRA;ZNF550;ZNF384;KLF12;ZNF76;ASH1L;YBX1;CHD2;ELK1;FOXP3;RELA;PHF21A;ZXDB;E2F3;CLOCK;ANAPC2
FLT3	knockdown 96h A549 	19/300	0.000481805558974282	0.00734602283222713	ZNF484;ZNF550;ZSCAN5A;ZNF460;ZNF282;ZBTB1;ZNF10;ARNT;PRDM13;ASH1L;ZNF79;MLLT3;MECP2;ZXDB;ZXDC;SNAPC4;PLAGL2;ZNF668;PKNOX1
FLT3	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0296849702738402	MBD3;ZNF771;RBPJL;SRF;MGA;FOXJ3;ZBTB32;PAX3;HOXC13;POU3F1;NPAS2;POU6F1;SSH1;HOXB9;ZBTB6;NCOR1;MTA1;HIVEP2
FLT4	human kinase ARCHS4 coexpression	16/299	0.00683766847191022	0.0434613448077581	MBD3;FOXC1;SF3A2;SRCAP;MAZ;HOXD13;HOXD11;MTA1;ZFAT;TLX1;ZNF703;ZNF768;MAFK;NKX2-4;ZNF598;HMX1
FLT4	knockdown 96h A375 	20/300	0.000176595397608658	0.00417865992783084	ZNF571;DLX2;SMAD4;CIZ1;ZNF460;PBX2;PAX3;BAZ2A;ZNF79;RELA;MECP2;THAP3;ZBTB6;SP2;DDIT3;SNAPC4;ZNF778;ZKSCAN5;RREB1;ZNF343
FYN	knockdown 96h HA1E 	18/300	0.00124637773103665	0.0132801182804022	ZNF177;ZNF263;PRDM9;SETDB1;ZNF292;UBR4;BAZ2A;PRDM2;NRF1;POU2F2;RLF;ZZZ3;NCOR1;GON4L;ZNF408;ZSCAN12;RREB1;ZNF202
FYN	knockdown 96h PC3 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;GCM1;PBRM1;PRDM9;SRCAP;CXXC1;ZNF76;NRF1;CHD2;AFF3;ETV3;IKZF4;GON4L;ZXDB;SP4;ZNF407
FZD1	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	PBRM1;ZNF592;UBR4;BAZ2A;CTCF;POU3F1;ELK1;PHF8;RELB;ZBTB40;SP2;ZNF639;DVL2;ZSCAN12;PKNOX1;ZFP37
FZD1	knockdown 96h PC3 	17/300	0.00305087229815463	0.022828292925001	ZNF562;GMEB2;SETDB1;MAX;ZBTB43;CXXC1;ARNT;RFX1;FOXN3;ZBTB5;TBX19;ARNTL2;RUNX1;RELB;SNAI1;ZNF304;CIC
FZD2	knockdown 96h A375 	17/300	0.00305087229815463	0.0473079942743638	CREBZF;ZNF384;ZNF142;JUND;MAX;ZBTB5;IKZF4;ZNF609;ELF1;TBX21;SNAPC4;ZKSCAN3;ADNP2;HIVEP3;GABPA;ATF4;TAF1
FZD2	knockdown 96h A549 	16/300	0.00705100941988151	0.0696311065746564	PPP1R10;GLI1;NR2C2;IKZF3;RLF;RNF2;ZFP36L1;SSH1;ELK4;ELF2;BHLHE40;E2F1;PLAGL2;ZNF426;ZNF557;CBLL1
FZD3	knockdown 96h HT29 	16/300	0.00705100941988151	0.0696311065746564	CREBZF;GMEB1;PBRM1;ZNF281;ZBTB43;BAZ2A;ZNF35;RLF;POU6F1;RELB;ELF1;ZFP64;SNAI1;MAFK;MSC;UNKL
FZD3	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	ZNF551;ZNF484;ZNF142;ZSCAN5A;MAX;ONECUT1;CTCF;PROX1;NRF1;ZNF8;NR3C1;RUNX1;LARP1;ZNF304;MSC;ZFP37
FZD4	knockdown 96h PC3 	17/300	0.00305087229815463	0.022828292925001	ZNF287;ZNF384;PBX2;ZNF76;BAZ2A;RFX1;TBX6;GTF2F1;POU3F1;PRDM10;NPAS1;AFF4;FOXO1;GATAD2A;MAFG;DVL2;RREB1
FZD5	knockdown 96h HT29 	25/300	5.59991357887179e-07	0.00068020283604696	GMEB1;ONECUT1;BAZ2A;ZNF3;NRF1;ELK4;YY2;ZNF408;ZNF280B;E2F1;DPF3;ZNF668;ZKSCAN5;ZNF764;ZFP37;ZBED4;CPSF4;ZNF142;ZNF460;TBX6;ZNF35;FOXP3;ZNF639;ZFP64;LMX1B
FZD6	knockdown 96h A549 	18/300	0.00124637773103665	0.0132801182804022	NCOA1;GMEB2;IRX5;ZNF292;FOXJ2;PRDM2;SOX12;HOXD11;PRDM10;RNF2;RUNX1;YY2;MYB;BHLHE40;ZNF768;HIVEP3;RREB1;TAF1
FZD7	knockdown 96h A375 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;ZNF771;RBPJL;ZNF484;ZNF440;ZNF460;IKZF3;PML;RUNX1;ELK4;MECP2;ZXDB;ZNF669;E4F1;SOX5;ZNF343
FZD7	knockdown 96h A549 	17/300	0.00305087229815463	0.022828292925001	KLF11;SRF;ZNF8;RELA;ZNF16;GLI2;ZNF7;IRF4;ZXDB;ZNF280B;SNAPC4;SRY;ZNF236;ZNF324;CLOCK;ZNF136;ZBED4
FZD7	knockdown 96h HA1E 	21/300	6.14902793400398e-05	0.00213400550395338	ZNF562;ZBTB39;GCM1;ZNF274;GMEB1;ZNF571;ZFHX2;ZBTB43;ZNF35;AFF4;GPATCH8;IKZF5;KLF7;ZC3H7A;SP1;ZFP64;MXI1;UBTF;ZNF668;ZNF688;LMX1B
FZD8	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0296849702738402	CIZ1;UBR4;BAZ2A;ZNF12;CTCF;HOXC13;POU3F1;ELK1;NR2F6;MTA1;POLR2A;ZNF639;ZNF318;E2F1;DPF3;ZSCAN12;PKNOX1;ZFP37
FZD8	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	PBRM1;SMAD4;SETDB1;ZNF282;UBR4;PAX3;TRMT1;ZNF35;GTF2F1;ATXN7;ZNF507;ZNF318;ZFP64;E2F1;PLAGL2;E2F6
GABBR1	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ATF2;ZNF484;CHD9;PRDM13;CTCF;ZNF3;FOXN3;GLI1;NR2C2;RNF2;NR2F6;NCOR1;ZNF668;ATF7;ZNF557;MAFK
GABBR2	knockdown 96h A375 	17/300	0.00305087229815463	0.0473079942743638	ZNF384;KLF12;JUND;FOXJ2;PRDM2;ZBTB5;NR2C1;PHF21A;ZNF609;ELF1;TBX21;ZKSCAN3;ADNP2;ZSCAN12;ZNF532;GABPA;ATF4
GABBR2	knockdown 96h HA1E 	19/300	0.000481805558974282	0.00734602283222713	ZNF287;ESRRA;CREBZF;ATF2;GCM1;ZNF592;MLLT1;BRCA1;IKZF2;NR3C1;MLLT3;PRDM10;FOXO1;TAL1;MYB;ZNF778;ZC3H13;NFRKB;E2F6
GABBR2	knockdown 96h HCC515 	17/300	0.00305087229815463	0.022828292925001	NFYC;ARNT;MLLT1;CTCF;NRF1;ZNF79;NR2C2;IKZF4;RELA;PML;GLI2;HIC2;EWSR1;ZFP64;ZNF669;FOSB;ZNF710
GABRA5	knockdown 96h HT29 	17/300	0.00305087229815463	0.0473079942743638	GMEB1;PBRM1;CHD9;ONECUT1;ZBTB43;BAZ2A;CTCF;RLF;AFF4;ARNTL2;PML;RELB;ZBTB6;SP2;ZFP64;MAFK;ATF4
GABRB3	knockdown 96h A549 	16/300	0.00705100941988151	0.0696311065746564	ZNF177;SMAD4;PPP1R10;GLI1;GTF2F1;PML;POU6F1;ZFP36L1;SSH1;ZNF506;ID1;BHLHE40;ZNF557;ZNF654;CBLL1;GABPA
GABRB3	knockdown 96h HCC515 	19/300	0.000481805558974282	0.00734602283222713	CREBZF;SPI1;ZNF282;CEBPG;UBP1;ARNT;NR2C2;AFF4;IKZF4;RELA;PML;HIC2;MTA1;SIX5;ZNF280B;FOSB;DVL3;ATF7;ZNF710
GABRB3	knockdown 96h HT29 	16/300	0.00705100941988151	0.0376743083959651	ZNF384;ZNF571;JUND;GMEB2;ZNF592;ZNF460;MINK1;ZBTB20;TRMT1;ASH1L;ELK1;MYC;NHLH1;ATF7;ZKSCAN4;MSC
GABRG1	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0376743083959651	ZNF274;ZNF384;GMEB1;KLF12;PRDM4;NFYC;FOXH1;UBR4;ZNF76;CHD2;PHF21A;SSH1;E2F3;ZNF576;ZNF343;ANAPC2
GABRG1	knockdown 96h PC3 	16/300	0.00705100941988151	0.0376743083959651	ZNF142;NR2F1;GLI1;NR3C1;PML;POU6F1;PHF8;MECP2;GON4L;KAT5;POLR2A;SP1;ZNF280B;ZNF407;TCF4;ZNF696
GAK	human kinase ARCHS4 coexpression	17/299	0.00294861742310087	0.0207296740048304	SPI1;SRCAP;MINK1;DOT1L;AKAP8L;PBX2;KLF16;RELB;NCOR2;ERF;ZNF316;ZNF646;ZNF710;PRR12;CIC;ZNF598;ANAPC2
GAK	knockdown 96h A375 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;SPI1;ZNF460;PRDM9;ZNF3;IKZF2;OVOL1;BACH1;GLI2;SSH1;ELK4;ZNF507;SP4;ZKSCAN5;ZNF236;ZNF764
GAK	knockdown 96h HA1E 	20/300	0.000176595397608658	0.0126179142918814	ZNF287;ZNF384;GMEB1;KLF12;MYNN;FOXJ2;RFX3;BAZ2A;PRDM2;PROX1;POU3F1;BACH1;HIF1A;RUNX1;ZNF609;EWSR1;ZNF506;ZSCAN12;PKNOX1;RREB1
GPBAR1	knockdown 96h A549 	24/300	1.94160610597291e-06	0.000294800527090221	ZBTB39;ZNF550;ZNF460;ONECUT1;WIZ;TCF20;PRDM2;ZNF79;ETV3;PRDM10;AFF1;RNF2;RUNX1;ZNF7;YY2;ZXDC;SNAPC4;ZNF768;LMX1B;NFRKB;RREB1;ZNF696;RBM6;TAF1
GPER	knockdown 96h A375 	18/300	0.00124637773103665	0.0296849702738402	ZNF384;GMEB1;SMAD4;ZNF592;BRPF1;SETDB1;TFEB;ARNT;HOXC13;NRF1;POU3F1;NR2C2;IKZF4;PHF8;ELK4;ZXDB;DPF3;ATF7
GPER	knockdown 96h HCC515 	17/300	0.00305087229815463	0.0473079942743638	ZNF142;ZNF460;SETDB1;MINK1;ZNF76;TCF20;BRCA1;NRF1;IKZF2;NR2C2;PHF8;YY1;POLR2A;ZNF507;ZNF280B;E2F1;ZNF536
GPER	knockdown 96h HEPG2 	16/300	0.00705100941988151	0.0376743083959651	ZNF177;RBPJL;ZSCAN5A;ZFHX2;RFX1;TBX6;ZNF8;ZNF79;PRDM10;NR2C1;NPAS2;POU6F1;GLI2;PKNOX1;ZNF432;TAF1
GPER	knockdown 96h HT29 	16/300	0.00705100941988151	0.0696311065746564	ZNF484;PBRM1;GMEB2;PRDM9;SRF;TCF20;ZNF3;NRF1;ZBTB40;ELK4;ZKSCAN3;E2F1;DVL3;ATF7;ZKSCAN5;E2F6
GPR101	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0696311065746564	ZBTB17;ZNF142;ZSCAN5A;CIZ1;GMEB2;ZNF76;TBX6;GTF2F1;FOXP3;TBX19;YY2;MYC;ZKSCAN3;UBTF;ZNF205;ZNF212
GPR101	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.02041510996398	CREBZF;ZBTB39;ZNF263;PBRM1;SETDB1;IRX5;CTCF;SSH1;SIX5;ZNF507;TBX21;IRF2;ERF;TUT1;DVL3;ZNF536;LMX1B;PKNOX1;ZNF764
GPR110	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	ZNF250;MAX;ONECUT1;MYNN;NRF1;RNF2;NCOR1;NKRF;HSF2;TLX1;ZNF318;ZNF304;E2F3;MSC;MTA2;ZFP37
GPR111	knockdown 96h A549 	17/300	0.00305087229815463	0.022828292925001	ZCCHC6;FOXG1;ZBTB43;RFX3;TBX6;NR2C2;AFF1;SIX5;DDIT3;SNAPC4;ZNF668;ZNF778;ZNF688;SRY;ZNF354A;ZNF696;ZNF343
GPR111	knockdown 96h HCC515 	18/300	0.00124637773103665	0.0132801182804022	ZNF571;ARNT;NRF1;ZNF35;GPATCH8;MNT;LARP1;ZZZ3;CUX1;EWSR1;ZFP64;UBTF;TUT1;ZKSCAN5;RREB1;ZFP37;ZNF574;ZNF200
GPR111	knockdown 96h HT29 	19/300	0.000481805558974282	0.00734602283222713	PRDM8;ESRRA;ZBTB39;SF3A2;ZNF460;POU2F1;MAX;ZBTB48;CEBPG;PBX2;PRDM13;AFF3;KLF7;ZNF426;LMX1B;ZNF212;ZSCAN2;ZNF343;ANAPC2
GPR111	knockdown 96h PC3 	16/300	0.00705100941988151	0.0376743083959651	ZNF133;JUN;ZNF460;NFATC1;TCF20;ZNF3;TBX6;PHF21A;RNF2;KLF7;MNT;ZXDB;HIVEP1;ZNF669;ZBED4;ZNF212
GPR112	knockdown 96h A549 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;ZFHX2;GFI1;FOXK2;TBX6;ETV3;FOXP3;HIC2;ZXDB;SNAI1;ZNF768;DVL3;ZNF500;CLOCK;ZBED4;ZSCAN2
GPR112	knockdown 96h HA1E 	17/300	0.00305087229815463	0.022828292925001	CREBZF;ZNF440;ZBTB17;ZNF274;ZBTB38;STAT3;PAX3;WIZ;RFX1;ZNF34;IKZF5;THAP3;SNAI1;ZNF426;ZNF778;ZKSCAN5;CLOCK
GPR112	knockdown 96h HT29 	16/300	0.00705100941988151	0.0696311065746564	ZNF771;ZNF142;JUN;SPI1;ZBTB43;PAX3;GTF2F1;NR2C2;NFKB1;AFF1;TBX3;ZNF606;RFX7;DPF3;ZNF324;ZNF202
GPR112	knockdown 96h HT29 	18/300	0.00124637773103665	0.0132801182804022	ZBTB17;ZNF184;MAX;ZNF292;MYNN;ARNT;BRCA1;TBX6;ZZZ3;TLX1;UBTF;ZNF668;ZNF205;ZNF710;ZNF787;RREB1;ZNF696;ZSCAN2
GPR113	knockdown 96h A375 	16/300	0.00705100941988151	0.0696311065746564	ZNF287;ZNF484;ONECUT1;ZBTB1;PRDM2;ZNF3;POU3F1;ZBTB40;ZNF609;RFX7;ZNF507;DPF2;ZKSCAN3;ZNF654;RBM10;ZNF574
GPR113	knockdown 96h HT29 	21/300	6.14902793400398e-05	0.00213400550395338	SPI1;SRCAP;ZNF184;MAX;ZNF292;ZBTB48;CEBPG;ZBTB43;ARNT;PRDM2;TBX6;NR2C2;TERF2;ZZZ3;TLX1;DPF3;ZNF668;ZNF710;ZNF324;RREB1;ZSCAN2
GPR113	knockdown 96h MCF7 	17/300	0.00305087229815463	0.022828292925001	RORA;RFX1;ASH1L;ZNF35;GPATCH8;PHF21A;FOSL2;THAP3;NCOR1;YY2;SP4;ZXDC;MAFK;NFRKB;RREB1;ZNF696;ZNF343
GPR114	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ZNF551;ZNF484;ZNF142;ZNF460;ZNF250;ONECUT1;MYNN;PROX1;ZNF3;NRF1;ZNF8;CHD1;RNF2;NCOR2;NCOR1;ZNF629;ZNF304;MTA2;ZFP37
GPR115	knockdown 96h HT29 	18/300	0.00124637773103665	0.0296849702738402	ZNF460;SETDB1;DOT1L;HOXD13;ARID3A;NRF1;HOXD11;TBX19;ZNF7;RXRA;SIX5;HSF1;BRD9;CLOCK;ZNF576;ZNF202;MNX1;SLC2A4RG
GPR119	knockdown 96h A375 	16/300	0.00705100941988151	0.0376743083959651	MLXIP;ZFHX2;ZNF292;DOT1L;PAX3;TRMT1;ZNF79;CHD2;PRDM10;RNF2;ZXDB;ZNF407;HSF1;ZNF576;ZNF696;ZNF574
GPR119	knockdown 96h HEPG2 	21/300	6.14902793400398e-05	0.00213400550395338	ZNF287;ZNF440;ZBTB17;PRDM9;SETDB1;ONECUT1;XPA;ZNF10;PAX3;MLLT1;RFX1;ZNF3;NR2C2;PHF21A;THAP3;GON4L;SIX5;REL;ZNF304;LMX1B;ZNF343
GPR119	knockdown 96h PC3 	16/300	0.00705100941988151	0.0376743083959651	ZNF562;ESRRA;ZNF771;ZNF440;ZBTB17;GMEB2;SETDB1;CXXC1;RFX1;CHD2;ESR2;RUNX1;YY2;SIX5;SNAI1;ZNF304
GPR123	knockdown 96h A375 	16/300	0.00705100941988151	0.0376743083959651	PBRM1;ZNF571;DLX2;SMAD4;CIZ1;ZNF460;MLLT1;ETV3;NPAS1;NCOR2;ZBTB6;ZNF639;BHLHE40;E2F4;CIC;ZNF343
GPR123	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0296849702738402	ZNF592;ZBTB24;SRF;CEBPG;TFEB;IKZF2;NR2C2;PML;THAP1;ZBTB6;CREB1;ZNF318;ZKSCAN5;HIVEP2;ZNF202;ZFP37;CCDC71;ZNF212
GPR125	knockdown 96h A375 	16/300	0.00705100941988151	0.0696311065746564	ATF2;SMAD4;DOT1L;NFATC1;CTCF;NRF1;ZFX;POU6F1;GLI2;ELK4;YY2;CREB1;SP2;SP1;ZNF280B;HSF2
GPR126	knockdown 96h MCF7 	17/300	0.00305087229815463	0.0473079942743638	MBD3;ZNF142;ZNF592;PRDM9;TIPARP;SRF;FOXJ3;CTCF;AFF4;ZNF609;HOXB9;ZBTB6;NCOR1;DEAF1;REL;E2F4;CLOCK
GPR133	knockdown 96h A549 	16/300	0.00705100941988151	0.0376743083959651	KLF12;ZC3H3;ARNT;NFATC1;IKZF5;ZNF16;ELK4;RFX7;NKRF;TAL1;ID1;ZNF536;ZBED4;GABPA;ZNF343;TAF1
GPR137	knockdown 96h A549 	20/300	0.000176595397608658	0.0126179142918814	CIZ1;MAZ;RFX3;GTF2F1;RELA;RNF2;PML;RUNX1;FOSL2;ELK4;ZNF507;ZNF280B;ZFP64;HIVEP1;ZSCAN12;ZNF324;ZNF764;RREB1;ZNF696;ZNF134
GPR137	knockdown 96h HA1E 	17/300	0.00305087229815463	0.0473079942743638	NCOA1;ESRRA;PRDM4;SRF;CXXC1;WIZ;TRMT1;ZFX;RNF2;SNAPC4;EP400;DPF3;ZNF426;ATF7;ZNF324;CCDC71;ZNF696
GPR137	knockdown 96h HEPG2 	25/300	5.59991357887179e-07	0.00068020283604696	GMEB1;SPI1;ZBTB24;ZBTB48;MYNN;NRF1;IKZF5;ZBTB40;ELK4;YY1;TBX21;DVL3;ZNF764;RREB1;ZNF484;ZNF142;CIZ1;MGA;FOXJ2;PAX3;ZNF79;ZNF639;ZNF778;CLOCK;ANAPC2
GPR137	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	ZNF177;MLXIP;ZNF440;KLF12;TSC22D2;ZBTB43;RFX3;PBX2;BAZ2A;PRDM2;ARID3A;ZNF3;FOXN3;ETV3;MECP2;ZNF280B;DVL3;ZNF778;RREB1
GPR137	knockdown 96h PC3 	24/300	1.94160610597291e-06	0.00141504253003306	MLXIP;ZNF484;ZNF141;ZBTB25;RFX3;TBX6;GLI1;ZNF79;BACH1;AFF4;NR2C1;IKZF5;ZBTB6;ZNF529;TLX1;ZNF407;ZSCAN12;ZNF778;PKNOX1;CBLL1;RREB1;GABPA;ZNF134;ZNF343
GPR139	knockdown 96h MCF7 	17/300	0.00305087229815463	0.0473079942743638	MBD3;MGA;FOXJ3;MYNN;PBX2;HOXC13;NR2C2;AFF4;GPATCH8;ZNF16;ZNF609;HOXB9;NCOR1;ZNF623;ZNF248;E2F4;ATF3
GPR141	knockdown 96h HA1E 	17/300	0.00305087229815463	0.022828292925001	ZNF287;ZNF440;ZNF460;PAX3;ZNF35;ZNF8;CUX2;YY2;NR4A3;ZC3H7A;NKRF;ZXDC;ZNF205;ZNF688;ZNF500;HOXB6;ZNF200
GPR141	knockdown 96h HT29 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;ZNF484;ZNF550;ZNF460;NFYC;CEBPG;PRDM13;PRDM2;ASH1L;TBX6;TBX19;ARNTL;LARP1;GON4L;SIX5;ZNF669
GPR142	knockdown 96h A549 	16/300	0.00705100941988151	0.0696311065746564	ZBTB24;MYNN;BRCA1;NRF1;AFF1;THAP1;POU6F1;THAP4;YY1;E2F1;ADNP2;ZNF646;NFRKB;MET;SLC2A4RG;ZNF343
GPR142	knockdown 96h MCF7 	22/300	2.03766961464802e-05	0.00436780475045729	PBRM1;GMEB2;ZNF592;MAX;SRF;FOXH1;BAZ2A;NR2C2;PML;THAP1;ELK4;ZBTB6;CREB1;MYC;SNAI1;ZNF668;ZKSCAN5;CIC;MSC;ZNF576;ZFP37;CCDC71
GPR146	knockdown 96h A549 	21/300	6.14902793400398e-05	0.00213400550395338	ZNF287;SETDB1;RFX3;TBX6;NR3C1;BACH2;GPATCH8;RNF2;TAL1;ZXDB;MYB;ZNF668;E4F1;ZNF787;CIC;ZFP37;UNKL;ZBED4;ZNF696;ZNF343;ZNF574
GPR146	knockdown 96h HT29 	24/300	1.94160610597291e-06	0.000294800527090221	ZBTB39;ZNF384;GMEB2;SF3A2;ZNF460;AKAP8L;CEBPG;PBX2;PRDM13;NFATC1;ZNF79;POU6F1;PHF8;ELK4;KLF7;ZC3H7A;HSF2;DPF3;ZNF426;ZNF205;ZNF212;ZSCAN2;ZNF343;ANAPC2
GPR148	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0376743083959651	ESRRA;ZNF384;ZNF292;CEBPG;PAX3;PAX5;FOS;ZNF35;ZNF79;NR2C2;MECP2;ZNF609;ZKSCAN5;SRY;ZNF654;TP63
GPR148	knockdown 96h PC3 	20/300	0.000176595397608658	0.00417865992783084	ZNF484;ZFHX2;CEBPG;FOXJ3;FOXJ2;RFX3;ZNF76;ARNT;IKZF2;FOXP3;MECP2;MNT;POLR2A;ZNF74;ZFP64;TUT1;ATF7;TCF4;ZNF688;ZSCAN2
GPR150	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	RBPJL;ZNF384;ZNF282;FOXH1;ZBTB48;XPA;UBR4;PAX3;NFKB1;IRF4;ZFP64;DPF2;ERF;DVL3;BRD9;ZNF557
GPR153	knockdown 96h A375 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;ZNF771;KLF12;PRDM9;FOXJ2;RFX3;PAX3;BAZ2A;TCF20;FOXP3;ARNTL2;NR4A2;TBX21;SNAPC4;ADNP2;TAF1
GPR153	knockdown 96h A549 	17/300	0.00305087229815463	0.022828292925001	ZNF177;ZNF484;KLF11;ZFHX2;PPP1R10;ONECUT1;BAZ2A;PRDM2;RFX1;TBX6;ZNF79;NHLH2;ZNF506;ZNF654;TP63;ZNF432;TAF1
GPR153	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0376743083959651	ESRRA;ZNF771;CREBZF;ATF2;PBRM1;ZNF592;HELZ;NR3C1;MLLT3;ZBTB6;ERF;ZKSCAN3;ZNF778;ZFP37;E2F6;RCOR1
GPR153	knockdown 96h HCC515 	18/300	0.00124637773103665	0.0132801182804022	ZNF512B;CREBZF;SPI1;ARNT;WIZ;AFF4;IKZF4;RELA;PML;NR2F6;GLI2;HIC2;SIX5;ZNF280B;FOSB;ATF7;ZNF710;UNKL
GPR156	knockdown 96h A549 	17/300	0.00305087229815463	0.022828292925001	ZNF287;MBD3;MLXIP;ZNF440;CPSF4;ZFHX2;EGR4;MLLT1;NR2C1;RNF2;ARNTL;MYB;ZNF74;SNAPC4;RREB1;ZNF696;ZNF343
GPR160	knockdown 96h A375 	18/300	0.00124637773103665	0.0132801182804022	ZNF287;ZNF550;ZNF571;DLX2;SMAD4;CIZ1;ZNF460;PAX3;ARNT;ASH1L;ZNF79;ESR2;AFF1;THAP3;SP2;E2F1;ZNF778;ZNF343
GPR160	knockdown 96h A549 	17/300	0.00305087229815463	0.0473079942743638	PRDM8;ZBTB24;MYNN;BAZ2A;NFATC1;POU3F1;RLF;THAP1;POU6F1;YY1;YY2;DPF3;ADNP2;ZSCAN12;ZNF646;NFRKB;SLC2A4RG
GPR160	knockdown 96h HEPG2 	18/300	0.00124637773103665	0.0132801182804022	MBD3;ZNF771;ZNF484;SPI1;BCL11B;DOT1L;PAX3;ZBTB20;FOXN3;NPAS1;RNF2;ZNF606;ZNF507;HSF2;RREB1;ZSCAN2;ZNF134;ANAPC2
GPR160	knockdown 96h MCF7 	22/300	2.03766961464802e-05	0.00436780475045729	ZNF771;RBPJL;GMEB2;ZNF592;FOXH1;BAZ2A;IKZF2;NPAS1;NPAS2;PML;THAP1;FOSL2;KLF7;MNT;ZZZ3;CREB1;ZNF668;HIVEP2;LMX1B;CIC;MSC;ZNF212
GPR160	knockdown 96h PC3 	21/300	6.14902793400398e-05	0.00213400550395338	RBPJL;GMEB2;CHD9;FOXG1;AKAP8L;ARID3A;TBX6;IKZF2;PRDM10;TBX19;IKZF4;NPAS2;RNF2;SMAD7;UBTF;ZNF205;E4F1;ZNF248;PKNOX1;ZNF500;ZSCAN2
GPR174	knockdown 96h A549 	17/300	0.00305087229815463	0.022828292925001	SPI1;GMEB2;ZNF460;IRX5;ZNF79;PRDM10;NPAS2;RUNX1;GLI2;THAP4;YY2;EWSR1;ZNF407;SNAPC4;ZNF768;RREB1;TAF1
GPR176	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0132801182804022	ZNF287;ESRRA;ZNF460;PRDM9;TIPARP;ZC3H3;MINK1;ARID3A;RFX1;IKZF2;NR2C2;AFF4;NPAS2;ESR2;ZNF609;REL;ZNF148;ZNF696
GPR179	knockdown 96h MCF7 	19/300	0.000481805558974282	0.00734602283222713	ESRRA;RBPJL;ZNF484;POU2F1;ZNF282;RFX1;IKZF2;HOXD11;ELK1;PRDM10;THAP4;THAP3;POLR2A;ZNF280B;ERF;BRD9;MAFK;CCDC71;HOXB6
GPR19	knockdown 96h A549 	20/300	0.000176595397608658	0.00417865992783084	ZNF287;POU2F1;SETDB1;NFYC;RFX3;ZNF79;NR3C1;NR2C2;GPATCH8;AFF1;ZNF7;GON4L;SP2;MYB;ZNF668;ZNF778;ZNF688;ZNF787;UNKL;ZBED4
GPR19	knockdown 96h HCC515 	17/300	0.00305087229815463	0.022828292925001	PBRM1;PLAG1;MYNN;ASH1L;NRF1;YBX1;RELB;ZZZ3;EWSR1;ZNF507;ZNF407;TBX21;EP400;UBTF;ZNF536;ZNF574;ZNF200
GPR19	knockdown 96h HEPG2 	16/300	0.00705100941988151	0.0376743083959651	ZNF550;ZNF460;FOXJ3;PAX3;RFX1;ASH1L;ZNF79;PRDM10;YY1;POLR2A;ZNF408;DVL2;ZNF710;ZNF148;ZNF189;TAF1
GPR26	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	ZSCAN5A;PBRM1;GMEB2;SETDB1;MINK1;RFX3;PBX2;NR2C2;NPAS2;MTA1;SIX5;MYC;DVL2;ZNF248;ADNP;RREB1;E2F6;ZNF212;CREB5
