Term	Type	Overlap	P.value	Adjusted.P.value	Genes
ACVR1	knockdown 96h PC3 	16/300	0.00705100941988151	0.0376743083959651	CREBZF;ZNF440;ZNF142;ZNF140;ZNF184;FOXJ2;ZNF10;RFX1;POU2F2;AFF3;ETV3;NPAS2;RFX7;TAL1;EP400;MSC
ADCK2	human kinase ARCHS4 coexpression	23/299	6.09245715816129e-06	9.74793145305806e-05	MBD3;ESRRA;ZNF282;TSHZ1;MINK1;MAZ;AKAP8L;ELK1;CENPB;KLF16;DVL1;SNAPC4;ZNF768;ZNF316;ZNF646;ZNF777;ZNF787;ZNF598;ZNF653;SLC2A4RG;ATF4;HMX1;ANAPC2
ADCK3	knockdown 96h A549 	20/300	0.000176595397608658	0.00417865992783084	ZNF440;ZNF550;GCM1;GMEB2;ZNF250;SRF;FOXH1;TSC22D2;RFX1;ZNF3;ZNF79;ZBTB6;YY2;SP2;ZXDB;ZNF407;PKNOX1;ZNF576;RBM10;ZNF696
ADCK3	knockdown 96h HT29 	18/300	0.00124637773103665	0.0132801182804022	GCM1;KLF12;ZNF460;PRDM9;POU2F1;TIPARP;SRF;ZNF76;ZNF3;AFF3;FOXP3;ESR2;POU6F1;PHF8;BRD9;ZNF444;ZNF343;RBM6
ADRA2C	knockdown 96h HEPG2 	16/300	0.00705100941988151	0.0376743083959651	ZNF550;GCM1;PBRM1;ZNF460;MYNN;RFX3;TBX6;NR3C1;AFF3;BACH1;RUNX1;POU6F1;ELK4;GON4L;ZXDB;TAF1
ADRA2C	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0376743083959651	ESRRA;PBRM1;PRDM2;RFX1;ASH1L;ZNF3;NR2C2;ZFX;ZBTB40;NCOR2;NHLH2;HIC2;NR4A3;ZNF407;ZNF205;ZNF343
ADRB2	knockdown 96h HA1E 	17/300	0.00305087229815463	0.022828292925001	ZNF274;GMEB2;ZFHX2;BAZ2A;ARID3A;POU2F2;PRDM10;FOXP3;POU6F1;ELK4;NCOR2;NHLH2;ZNF507;ATF7;ZNF576;ZNF444;ZSCAN2
ADRB2	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.00734602283222713	PRDM8;CREBZF;ATF2;PBRM1;GMEB2;FOXH1;MINK1;AKAP8L;BAZ2A;ZNF79;POU6F1;HOXB9;SP2;SIX5;POGZ;LMX1B;PKNOX1;ZNF696;TAF1
ADRB2	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	ZNF287;ZNF550;ZNF142;BRPF1;RFX3;PAX3;TRMT1;NRF1;PML;POU6F1;SSH1;ZBTB6;ZNF639;ZKSCAN3;TUT1;ZNF236
ADRBK1	knockdown 96h HEPG2 	16/300	0.00705100941988151	0.0376743083959651	SMAD4;POU2F1;SRF;MAZ;ONECUT1;FOXK2;WIZ;BAZ2A;ZNF79;NR2F6;ZNF280B;IRF2;ADNP;HOXB6;ZSCAN2;ZNF574
AGTR1	knockdown 96h A549 	20/300	0.000176595397608658	0.00417865992783084	PRDM8;ZNF771;ZSCAN5A;FOXG1;NFYC;DOT1L;FOXJ3;ZBTB1;ZNF79;MLLT3;SIX5;ZXDB;ZNF407;ZXDC;ZNF668;LMX1B;PKNOX1;ZNF500;ZNF444;ZSCAN2
AGTR1	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0696311065746564	ZNF771;NFATC1;RORA;NRF1;ZNF79;NR3C1;NFKB1;POU6F1;ARNTL;POLR2A;DVL3;ATF7;MAFK;PKNOX1;ZNF236;UNKL
AGTR1	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;ESRRA;ZNF460;TIPARP;ZC3H3;FOXJ3;RFX3;ARID3A;RFX1;IKZF2;NR2C2;ESR2;NR2F6;ZZZ3;ZNF148;ZNF696
AKT1	human kinase ARCHS4 coexpression	25/299	5.26212658692507e-07	9.04306198641938e-06	ZNF512B;SRF;MAZ;WIZ;CENPB;RXRA;MTA1;DVL1;ZNF768;UBTF;DVL3;CIC;MTA2;CIZ1;MINK1;PBX2;KLF16;GATAD2A;NCOR2;ERF;ZNF316;PRR12;ZNF598;SLC2A4RG;ANAPC2
AKT1	knockdown 96h A375 	16/300	0.00705100941988151	0.0696311065746564	ZNF484;GMEB2;SRF;PBX2;ZNF76;RNF2;POU6F1;ZBTB40;ELK4;MECP2;POLR2A;ZNF639;ZXDB;PLAGL2;CIC;RREB1
AKT1	knockdown 96h A549 	16/300	0.00705100941988151	0.0376743083959651	ZNF133;CPSF4;ZNF142;ZFHX3;PRDM9;ZFHX2;POU2F1;RFX1;ZNF3;TBX6;ZNF79;ZNF606;TBX21;REL;ZKSCAN3;ZKSCAN4
AKT1	knockdown 96h HCC515 	16/300	0.00705100941988151	0.0376743083959651	ZNF771;ZNF440;ZFHX2;PAX3;NR3C1;POU2F2;FOXP3;IKZF4;HOXB9;TLX1;ZSCAN12;ZNF205;ZNF236;ZNF444;CCDC71;HMX1
AKT1	knockout 210 GSE39699 	17/300	0.00305087229815463	0.124214086424867	NCOA1;CREBZF;FOXC1;GATA6;FOXJ2;ZFHX4;IKZF5;ZNF7;ZSCAN22;HSF1;SNAPC4;EP400;ZNF800;ATF7;ZNF830;ZNF598;ZFP37
AKT1	knockout 213 GSE39699 	18/300	0.00124637773103665	0.118405884448482	ZNF790;PRDM4;FOXH1;ZBTB1;CHD6;CXXC1;CTCF;CHD2;PHF21A;ZBTB41;NR2F6;YY1;ZNF319;ZNF248;E2F4;ZNF324;DUS3L;ZNF565
AKT2	human kinase ARCHS4 coexpression	35/299	2.23956439440528e-13	3.46385959668017e-11	ZNF512B;ZNF592;SRCAP;DOT1L;MAZ;AKAP8L;UBR4;WIZ;BAZ2A;CENPB;MTA1;DVL1;SNAPC4;ZNF768;UBTF;DVL3;ZNF787;CIC;MTA2;MBD3;ESRRA;CIZ1;SF3A2;MINK1;PBX2;ZBTB12;KLF16;NCOR2;ERF;ZNF316;ZNF777;PRR12;ZNF598;SLC2A4RG;ANAPC2
AKT2	knockdown 44 GSE12291 	16/300	0.00705100941988151	0.223281964962914	NCOA1;KLF12;POU2F1;MYNN;RFX3;NFATC1;AFF3;RUNX1;ZFP41;ZNF280B;DVL1;SNAI1;SOX6;MSC;RCOR1;RBM6
AKT2	knockdown 96h HCC515 	19/300	0.000481805558974282	0.00734602283222713	PRDM8;KLF12;SATB2;TCF20;SOX12;IKZF2;POU2F2;FOXP3;NPAS1;AFF4;IKZF4;NCOR2;SIX5;ZNF280B;TLX1;ZNF205;ZNF236;ZNF444;CCDC71
AKT2	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0296849702738402	ZBTB39;ZNF384;ZNF142;GMEB1;GMEB2;BRPF1;DOT1L;PBX2;PAX3;CTCF;NRF1;ZBTB3;MTA1;ZKSCAN5;PKNOX1;ZNF576;E2F6;ZNF267
AKT3	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	ZNF440;ZBTB39;ZBTB17;ZNF142;BRPF1;RFX3;PBX2;PRDM13;HELZ;MNT;GON4L;MTA1;PKNOX1;E2F6;ZNF267;ZNF343
ANO1	knockdown 96h A549 	18/300	0.00124637773103665	0.0132801182804022	ZNF287;ZNF141;RFX3;TBX6;NR2C2;BACH2;ZNF7;GON4L;TAL1;SIX5;ZXDB;MYB;SNAPC4;ZNF778;ZNF787;ZNF354A;TP63;ZNF696
ANO1	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	ARNT2;ZNF550;NFAT5;GMEB1;ZNF250;BAZ2A;NFATC1;ASH1L;OVOL1;ZNF79;NCOR2;ZZZ3;CUX1;ZNF507;SP4;E2F1;TUT1;PKNOX1;ZNF136;SOX5
ANO1	knockdown 96h HT29 	18/300	0.00124637773103665	0.0296849702738402	TFEB;PBX2;PRDM13;FOS;NRF1;IKZF2;AFF4;AFF1;POU6F1;IRF4;HSF2;DPF3;ZSCAN12;ZNF205;ZNF324;ZNF212;SOX5;ANAPC2
ARAF	knockdown 96h A375 	16/300	0.00705100941988151	0.0376743083959651	PRDM9;DOT1L;ZBTB48;MLLT1;CHD2;RELA;RUNX1;PHF8;ELK4;MECP2;POLR2A;ZXDB;DVL3;ZNF688;ZNF764;UNKL
ARAF	knockdown 96h HEPG2 	18/300	0.00124637773103665	0.0132801182804022	PRDM8;GCM1;SPI1;ZC3H3;ARNT;ZNF79;ELK1;NR2C1;PML;RUNX1;POU6F1;ELK4;ZNF408;SIX5;ZXDB;ATF7;PKNOX1;TAF1
ARAF	knockdown 96h HT29 	18/300	0.00124637773103665	0.0296849702738402	ZNF142;SPI1;GMEB2;ZNF460;PRDM4;DOT1L;RFX3;RFX1;BRCA1;NRF1;POU6F1;GON4L;POLR2A;ATF7;ZKSCAN5;NFRKB;RREB1;ZNF574
AR	knockdown 96h HA1E 	19/300	0.000481805558974282	0.00734602283222713	ESRRA;CREBZF;ZNF274;ZNF460;ZNF10;BAZ2A;RFX1;AFF3;AFF4;POU6F1;THAP3;GON4L;POLR2A;IRF4;HSF1;E2F1;ZKSCAN5;ZNF576;ZNF343
AR	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	ZNF287;ZBTB39;ZNF550;NFAT5;ZBTB25;SATB2;TCF20;ASH1L;IKZF2;ZNF35;ZNF79;GPATCH8;POU6F1;THAP4;YY2;ZNF280B;TLX1;ZNF669;UNKL;CCDC71
AR	knockdown 96h MCF7 	21/300	6.14902793400398e-05	0.007726571652245	ZNF133;ATF2;ZNF484;ZNF384;ZSCAN5A;SETDB1;ASH1L;POU3F1;TBX19;RNF2;GON4L;TAL1;ZNF639;SP4;ZFP64;ZKSCAN3;ZKSCAN5;NFRKB;ZNF576;CCDC71;TP63
ATM	knockdown 96h A375 	18/300	0.00124637773103665	0.0132801182804022	PRDM9;SRCAP;SETDB1;TSC22D2;CXXC1;RFX3;ZNF10;ZNF76;TCF20;ETV3;HIF1A;GPATCH8;ELK4;ZNF529;ZNF669;ZKSCAN5;CLOCK;RREB1
ATR	knockdown 96h A549 	19/300	0.000481805558974282	0.00734602283222713	ZNF550;CPSF4;PRDM9;AKAP8L;ZBTB43;WIZ;RFX1;TBX6;ZNF79;IKZF4;RUNX1;MECP2;THAP3;ZNF639;TBX21;MYB;SNAPC4;ZNF768;ZKSCAN5
ATR	knockdown 96h HA1E 	18/300	0.00124637773103665	0.0132801182804022	PRDM8;ZNF771;CREBZF;ZSCAN5A;ZNF460;EGR4;IRX5;ZBTB1;HOXD13;HOXD11;ETV3;FOXP3;IKZF4;ZFP64;PKNOX1;NFRKB;ZNF576;ZNF343
ATR	knockdown 96h HEPG2 	18/300	0.00124637773103665	0.0132801182804022	ZNF484;ZNF550;GMEB2;ZNF180;RFX3;PRDM2;CTCF;TBX6;ZNF79;AFF4;NR2C1;RNF2;IKZF5;SNAPC4;ZNF764;ZNF576;ZNF696;ZNF134
AURKA	knockdown 96h A549 	20/300	0.000176595397608658	0.00417865992783084	MLXIP;PRDM9;SRCAP;CHD9;SRF;TSC22D2;ZBTB43;PAX3;TCF20;ZNF79;RELA;PML;POU6F1;NCOR2;NHLH2;LARP1;SIX5;ZNF768;MAFK;ZSCAN2
AURKA	knockdown 96h HEPG2 	20/300	0.000176595397608658	0.00417865992783084	ESRRA;ZNF550;ZNF384;ONECUT1;RFX3;PAX3;ARNT;GLI1;ELK1;NR2C1;FOSL2;NCOR2;SP2;NHLH1;SP4;ADNP2;ATF7;ZKSCAN5;E2F4;ZNF343
AURKA	knockdown 96h PC3 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;MINK1;PAX3;BAZ2A;NFATC1;TCF20;ZNF8;POU6F1;MECP2;NHLH1;ZKSCAN3;HIVEP3;ZKSCAN5;E2F4;CCDC71;HMX1
AURKB	knockdown 96h HEPG2 	16/300	0.00705100941988151	0.0376743083959651	ESRRA;ZFHX2;ONECUT1;TBX6;AFF3;NPAS1;NR2C1;FOSL2;NCOR2;THAP3;HIC2;ZNF407;SNAPC4;LMX1B;ZNF576;ZNF696
AURKB	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0132801182804022	ZBTB17;GMEB2;ZNF460;ONECUT1;UBR4;BAZ2A;ZNF79;POU3F1;RNF2;ZBTB40;NR4A3;ZXDB;MAFG;SNAI1;ZNF668;LMX1B;PKNOX1;RREB1
AXL	knockdown 96h A375 	24/300	1.94160610597291e-06	0.000294800527090221	PPP1R10;MAX;DOT1L;NFATC1;ZNF3;ZNF79;AFF3;BACH1;PRDM10;RELA;RNF2;ARNTL;ZNF7;NCOR2;IRF4;ZXDB;HSF1;ERF;ZNF668;ZKSCAN5;MAFK;PKNOX1;ZNF576;ZNF696
AXL	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	ATF2;CIZ1;UBR4;CTCF;POU3F1;ELK1;IKZF4;SP2;ZC3H7A;ZNF639;TLX1;E2F1;ZSCAN12;ATF7;PKNOX1;ZFP37
AXL	knockdown 96h PC3 	23/300	6.43711449534642e-06	0.000509931417848747	ZNF562;ZNF771;ZNF550;KLF12;GMEB2;SETDB1;MAX;SRF;ARNT;ARID3A;RFX1;FOXN3;ZNF79;AFF3;RNF2;ARNTL;MECP2;HIC2;ZNF529;SNAI1;ZNF778;ZNF304;ZBED4
BCKDK	knockdown 96h A549 	21/300	6.14902793400398e-05	0.00213400550395338	ESRRA;RBPJL;ZBTB39;ZC3H4;AKAP8L;FOXK2;SOX12;RFX1;YBX1;HOXD11;NR2C2;BACH1;TBX19;GPATCH8;AFF1;CUX1;ZNF507;SNAI1;DVL2;ZKSCAN5;GABPA
BMPR1A	knockdown 96h A375 	18/300	0.00124637773103665	0.0296849702738402	FOXJ2;ZNF76;WIZ;NRF1;TBX6;ELK1;GPATCH8;IKZF4;POU6F1;PHF8;ZNF639;ZFP64;DPF3;ATF7;ZNF354A;ZC3H13;ZNF764;RREB1
BMPR1A	knockdown 96h HA1E 	17/300	0.00305087229815463	0.022828292925001	ESRRA;ZNF771;ZNF142;BAZ2A;HOXD13;PRDM2;RFX1;HOXD11;PRDM10;THAP3;GON4L;SP4;ZKSCAN5;MAFK;ZNF324;RREB1;ZNF343
BMPR1A	knockdown 96h HCC515 	21/300	6.14902793400398e-05	0.007726571652245	ZSCAN5A;KLF12;CIZ1;MAX;SRF;ONECUT1;CXXC1;BAZ2A;FOXP3;IKZF4;PML;NR2F6;ZBTB40;YY2;ZNF318;ZNF668;DVL3;ZC3H13;CLOCK;RREB1;ZNF574
BMPR1A	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.00734602283222713	ZNF771;RBPJL;ZNF460;RFX1;OVOL1;ZNF79;AFF3;HIF1A;PML;MECP2;THAP3;ZNF408;SP4;MYB;SNAI1;E4F1;LMX1B;ZNF324;ZNF343
BMPR1A	knockdown 96h MCF7 	17/300	0.00305087229815463	0.022828292925001	ZNF384;ZSCAN5A;ZNF460;PRDM9;DOT1L;ZNF3;ZNF8;ZFX;AFF4;POU6F1;ELK4;POLR2A;ZNF507;ZXDB;HSF2;ATF7;ZSCAN2
BRAF	human kinase ARCHS4 coexpression	18/299	0.00120050329944874	0.00928389218240357	NFAT5;ZNF460;CHD9;ZBTB37;UBR4;PRDM2;HELZ;ASH1L;CHD2;NR2C2;AFF4;GATAD2B;ELK4;ZNF609;ZNF407;POGZ;HIVEP1;HIVEP2
BRAF	knockdown 96h A549 	22/300	2.03766961464802e-05	0.00107612580808368	ESRRA;MLXIP;ZNF484;ZNF460;CHD9;SRF;ZBTB48;ZBTB43;PROX1;ZNF79;ETV3;ESR2;PML;NHLH2;HIC2;HOXB9;TAL1;DVL3;MAFK;NFRKB;RREB1;ZNF696
BRAF	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0376743083959651	ESRRA;CREBZF;DOT1L;BAZ2A;TCF20;ARID3A;HOXC13;NPAS2;ARNTL;ZFP36L1;ZBTB40;ZNF609;HOXB9;SP1;ZNF787;CIC
BRAF	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.00734602283222713	ZNF133;ESRRA;ZNF460;PRDM9;ONECUT1;PAX3;ZNF8;ZNF79;ELK1;ELK4;SP2;SP1;ZNF668;ATF7;ZKSCAN5;RREB1;ZBED4;ZSCAN2;ZNF343
BRAF	overexpression 180 GSE46801 	17/300	0.00305087229815463	0.124214086424867	JUN;ZCCHC6;ZFHX2;NR3C1;CHD2;KLF4;HIF1A;ZFHX4;ARNTL2;NPAS2;FOXO1;ESR2;TBX3;FOXP1;KLF7;SIN3A;ATF4
BUB1B	knockdown 96h A549 	26/300	1.54649512381221e-07	7.04428528896462e-05	AKAP8L;ZBTB48;PRDM2;ZNF3;MECP2;ZNF629;POLR2A;MYC;ZNF407;SNAPC4;ZKSCAN5;ZNF787;ZNF324;ZNF764;RBM10;ZNF484;ZNF440;CPSF4;JUN;ZNF460;RFX1;ZNF79;PML;SNAI1;CBLL1;TAF1
BUB1B	knockdown 96h HA1E 	18/300	0.00124637773103665	0.0132801182804022	ZNF177;PRDM8;GCM1;ZNF274;CHD9;RFX1;ZNF3;NRF1;ETV3;IKZF4;ZNF7;YY2;RFX7;ZSCAN12;ZKSCAN5;ZNF576;ZNF696;ANAPC2
BUB1B	knockdown 96h HT29 	19/300	0.000481805558974282	0.00734602283222713	ZNF771;PBRM1;JUND;AKAP8L;ZNF10;PAX3;PRDM2;POU3F1;AFF3;ESR2;RELB;NR4A3;POLR2A;DVL2;ZSCAN12;ZNF236;ZNF764;ATF4;ZNF134
BUB1B	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0132801182804022	ZNF460;AKAP8L;RFX3;BAZ2A;ZNF8;ETV3;POU6F1;ELK4;YY1;AR;ZNF609;SP2;POLR2A;ZNF507;ZSCAN12;ZNF668;ZNF324;ZNF134
BUB1	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0696311065746564	ZNF551;ESRRA;ZNF550;JUN;ZFHX2;SRF;ZBTB43;RFX3;ARID3A;RFX1;ZNF79;BACH1;ATF7;MAFK;ZNF343;TAF1
BUB1	knockdown 96h HCC515 	17/300	0.00305087229815463	0.0473079942743638	ZNF177;KLF12;CIZ1;GMEB2;ZFHX2;BRCA1;NRF1;TBX6;ZNF35;POU6F1;THAP3;ZNF639;TLX1;ZNF74;ZFP64;ATF7;ZNF444
BUB1	knockdown 96h HEPG2 	18/300	0.00124637773103665	0.0296849702738402	RBPJL;ZNF550;ZFHX2;ZBTB43;NFATC1;TBX6;ZNF79;PRDM10;TBX19;RELA;GLI2;KLF6;SP1;IRF4;ZNF668;ZKSCAN5;CBLL1;ZNF212
BUB1	knockdown 96h PC3 	18/300	0.00124637773103665	0.0132801182804022	ZNF484;ZNF440;ZSCAN5A;ZNF460;NFYC;RFX3;TCF20;CHD2;ETV3;NR2F6;GLI2;NCOR2;YY2;SP2;IRF4;ZNF506;ZNF343;ZNF200
C9ORF96	knockdown 96h A375 	19/300	0.000481805558974282	0.00734602283222713	PRDM8;ESRRA;ZNF264;ZFHX2;SRCAP;FOXG1;TBX6;POU2F2;FOXP3;NPAS1;NCOR1;MTA1;SIX5;ZNF768;TUT1;ZNF205;ZNF787;ZNF500;ZNF444
C9ORF96	knockdown 96h HCC515 	16/300	0.00705100941988151	0.0696311065746564	ZBTB39;GCM1;JUN;TFEB;FOXJ2;PRDM2;NRF1;POU3F1;HIF1A;ZNF7;THAP4;DDIT3;NHLH1;SNAI1;ZFP37;RBM6
CACNA1D	knockdown 96h A375 	17/300	0.00305087229815463	0.022828292925001	ZNF287;ZNF771;RBPJL;ZNF484;ZNF460;AKAP8L;RFX1;ZNF79;ETV3;PML;RUNX1;MECP2;POGZ;ZNF669;ZNF768;BRD9;ZSCAN2
CACNA1D	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0696311065746564	ZBTB39;NFAT5;JUN;SMAD4;ZFHX3;GMEB2;SF3A2;MAZ;ZNF3;GTF2F1;RNF2;FOSL2;ZXDB;ZNF668;E4F1;ZNF324
CAMK1	knockdown 96h HCC515 	20/300	0.000176595397608658	0.00417865992783084	PRDM8;POU2F1;SATB2;TFEB;PRDM13;HELZ;POU2F2;AFF3;FOXP3;NPAS1;AFF4;IKZF4;ESR2;PML;GLI2;NCOR2;CUX1;SP2;DVL2;LMX1B
CAMK1	knockdown 96h HT29 	18/300	0.00124637773103665	0.0296849702738402	ZNF771;RBPJL;ZBTB17;ZNF184;OVOL1;ZNF79;HIF1A;RUNX1;THAP3;SP1;SNAPC4;ERF;E4F1;ZNF654;TP63;HOXB6;ZNF267;ZNF696
CAMK1	knockdown 96h MCF7 	18/300	0.00124637773103665	0.0296849702738402	ZNF440;ZBTB39;ZNF142;PBRM1;GMEB2;BRPF1;UBR4;RFX3;PBX2;HELZ;HOXD11;ZBTB3;MNT;GON4L;MTA1;ZNF576;E2F6;ZNF267
CAMK2D	knockdown 96h A549 	17/300	0.00305087229815463	0.022828292925001	ZNF551;KLF11;ZNF571;PRDM9;SRF;PAX3;RFX1;ZNF16;GLI2;ZNF7;AR;ZXDB;ZNF280B;SNAPC4;CLOCK;ZNF136;ZBED4
CAMK2D	knockdown 96h HA1E 	17/300	0.00305087229815463	0.022828292925001	NFAT5;SMAD4;ZFHX2;ZBTB43;PBX2;SOX12;ZNF79;AFF3;ETV3;KLF7;ZC3H7A;SIX5;MXI1;UBTF;ZNF668;ZNF778;LMX1B
CAMK2D	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	MLXIP;ZNF440;KLF12;ZNF141;BRPF1;MINK1;ZBTB48;RFX3;TCF20;POU3F1;CHD2;NR2C2;PRDM10;RELA;ZNF609;ZNF408;ZXDB;DVL1;ZNF778;SOX5
CAMK2G	knockdown 96h HA1E 	16/300	0.00705100941988151	0.0376743083959651	ZNF287;GMEB2;ZFHX2;PAX3;HELZ;TBX6;CHD2;AFF3;TBX19;GLI2;YY2;NR4A3;ZXDC;ZNF516;SNAI2;ZNF688
CAMK2G	knockdown 96h HEPG2 	18/300	0.00124637773103665	0.0296849702738402	MBD3;CREBZF;ZBTB39;ZNF142;ZNF263;IRX5;SRF;ZBTB20;NRF1;TBX19;SSH1;ZNF507;ZNF536;BRD9;MAFK;LMX1B;PKNOX1;ZNF764
CAMKK2	knockdown 96h A549 	17/300	0.00305087229815463	0.022828292925001	ZNF287;NCOA1;ZFHX2;GFI1;ONECUT1;RFX3;TCF20;TBX6;ETV3;PRDM10;FOXP3;GLI2;HIC2;ZXDB;ZNF768;CCDC71;ZBED4
CAMKK2	knockdown 96h HT29 	23/300	6.43711449534642e-06	0.000509931417848747	ZBTB17;CPSF4;SPI1;MAX;ZNF292;ZBTB43;ARNT;TBX6;GLI1;GTF2F1;FOXP3;IKZF4;POU6F1;NCOR2;ZZZ3;SIX5;IRF4;HIVEP1;DPF3;ZNF205;ZNF710;ZNF324;ZSCAN2
CASK	knockdown 96h A375 	16/300	0.00705100941988151	0.0696311065746564	ZNF384;UBR4;BAZ2A;TBX6;POU6F1;ZNF639;ZNF507;NHLH1;ZNF280B;ZNF506;POGZ;DPF3;LMX1B;SRY;NFRKB;RREB1
CASK	knockdown 96h PC3 	21/300	6.14902793400398e-05	0.007726571652245	ZNF384;ZNF460;EGR4;ZNF250;ONECUT1;AKAP8L;PRDM13;ZNF8;ZNF79;AFF4;PHF8;ELK4;YY1;YY2;ZNF507;ZNF280B;E2F1;ATF7;ZSCAN2;ZNF134;TAF1
