Term	Type	Overlap	P.value	Adjusted.P.value	Genes
RNF2	Human	477/5469	0.000410691314690403	0.0108011815763576	TDRKH;STMN3;ALKBH7;F11R;RBPJ;ZFYVE1;ALKBH3;GCSH;NUB1;RNF114;SCP2;TFG;CREB3L4;RAVER2;FDXR;XYLB;WLS;GAMT;STARD4;GLCE;ARMC9;ATG10;FNDC3B;LDOC1;RNASE4;SCAMP1;SYTL4;RUFY1;ARMC2;ZC2HC1A;RUFY3;TMEM126B;ASTN2;RHNO1;ZNF397;ZNF395;RETSAT;AASDH;WDR63;SDR39U1;ABCB8;WDR61;IQGAP1;OAZ2;ADH5;GLG1;NCSTN;RDH10;KCNMB4;LTA4H;KIAA0319L;VTI1B;CDK19;ZNF140;WDR53;LNPEP;NFATC1;COL1A1;ARL2BP;STRN;EZH1;CEP89;WDR48;KCNC4;ARHGAP1;LRRC6;FMN1;TFCP2L1;ARHGAP5;VSIG10L;LRRC1;PCMTD2;FCRLB;LMBR1;AIFM1;AIFM2;TCTN3;TCTN2;TCTN1;TCP11L1;JAK3;APPL1;PCMTD1;TIGD7;SPHK2;LRRC49;NUDT16L1;WDR35;LRRC41;COPZ1;FAM210B;TAF6L;EXOC5;EXOC1;PCYOX1;ASAH1;RNASEK;CLDND1;AP5Z1;ABRACL;CCNDBP1;STYXL1;TMEM164;FAM117A;PAPSS1;TM9SF3;LMAN1;TMEM168;RECQL5;SPP1;RPS3;ANKRD54;ZNF226;AGA;ZNF347;PAIP2;TAF9B;ZNF224;JAM3;PAIP1;GABRA1;GK;AGK;STAT2;STAT3;WDR19;LRRC20;AGBL5;LYRM2;ABI2;PCYOX1L;CEP41;LGR4;CDKN3;ANKRD13C;ALDH1L1;TMEM167A;TMEM179B;FMR1;ZBTB26;SYAP1;LRRC73;LCLAT1;LAPTM4B;ABHD10;SALL2;PAPOLA;ZNF326;NUDT16;FADS1;NUDT12;KCNH3;RAB2B;RPS7;FBXO16;ZBTB38;SWAP70;IPMK;ZCRB1;CHD1L;FRMD4B;VRK2;THOC5;NRBP1;THOC7;ARMCX3;CLIP3;ARMCX1;ARMCX6;ERP29;ANAPC4;FKBP7;ZNF436;RNASEH2C;ZNF671;FAM114A1;FAM149B1;ARL6;FAM114A2;AK3;NTPCR;AK5;KRCC1;SPATA6;RHOBTB1;ESD;ZNF667;LRRC4C;ZNF423;ZNF302;ZKSCAN1;STRA6;WDTC1;OSBPL9;NEK9;CD164;NEK4;TMEM120A;NEK7;ARPC5;NSFL1C;CNOT6;IRAK1BP1;CNOT7;GGCX;ZFP62;CPD;FGFR1OP;ACO1;NIT2;CNIH4;ITGB1;LMBR1L;NENF;NXT2;GM2A;OPA3;SCRN3;RNPEP;SCRN2;ZNF766;PAAF1;COA5;CERS5;CDADC1;APAF1;LIX1L;ARNT;ZFP90;NSMCE4A;RP2;PCCB;ZNF512;ACSS2;NDUFB6;SRBD1;PBXIP1;LRP8;ZBTB41;RNFT1;FBXL20;SRR;NFS1;TIFA;RBBP8;SAP18;RAB28;RILP;RNF20;NDUFA8;ASCC1;FBXL19;IRX3;NDUFA2;CDC5L;CTNS;TM6SF1;CPPED1;NIN;NOVA1;SYT11;KIAA0586;GLOD4;PDCD4;STUB1;RECK;FOLR1;LPGAT1;OGFOD3;ZDHHC2;ANTXR1;ZDHHC4;RASSF4;ACAD11;FBXO8;LGALS8;FBXO9;ARRDC4;ARL14;ASRGL1;THAP5;XRN1;LACTB2;CD109;CRYZL1;ZNF710;ALPK1;ALDH7A1;OBSL1;KCTD16;RWDD2B;LMAN2L;RRAD;FUT11;STXBP2;ZBTB1;OMA1;ZBTB4;RPAP2;RPAP3;APH1B;AP5M1;SCAP;ZBED3;APOBEC3C;TMEM184C;IQSEC2;FAM78A;SYNRG;KLHDC8B;PARP14;PARP11;ALDH6A1;ANP32E;SPATS2L;FBXL2;SCN2A;FBXL4;ITM2B;CDS2;INVS;CD40;GFM2;CROT;THTPA;ARV1;ZMYM3;RSRC1;PCF11;CTSC;CTSB;NXPE3;CD52;TMEM150A;ZER1;STRADA;NME4;COMMD4;ITFG1;RAP2C;ALDH5A1;PACS2;ZADH2;NME7;PACS1;TAX1BP1;TLCD2;RHOU;CD47;GLCCI1;STX17;ZDHHC20;KIAA1324L;SSNA1;NPL;COX5B;NOL4;OS9;FAM177A1;ORMDL3;CTNNA1;SUSD4;AAMDC;NQO1;NPM1;YIPF5;KRT10;SVIP;RAB11A;RAB11B;KBTBD4;KITLG;SPCS1;GLB1L;KLHL5;CCNG2;KLHL7;CCNG1;R3HCC1;AGGF1;RAD1;COPG2;RTN4IP1;SCARB2;GALNT12;NDUFA12;ZFAND6;NDUFA10;RASEF;ROGDI;KLHL32;LZIC;TMEM144;FAM162A;FPGT;ACAA1;ARHGEF40;KCTD7;OXA1L;ADAM17;TMEM135;TMEM138;CERCAM;SPNS1;SCG3;TBC1D23;FAM161B;STEAP2;XPR1;TMED10;COX16;COX15;COX18;YTHDC2;KLHL12;NDRG2;TMEM125;KIF3B;TMEM127;FOPNL;ISOC2;TBC1D16;KLHDC2;KLHDC3;ACBD5;VTA1;LAYN;KLHL24;AP4B1;ACSF2;TBCK;AMACR;CCPG1;STT3B;FGFR3;LDB1;FLOT1;ARHGEF12;GLRX5;AKTIP;ABCC6;ARHGEF19;ABHD14B;ABHD14A;TCTE3;TGFBR1;TAPBP;IQCH;ACOX2;ACOX1;NDUFS4;SPOPL;CHMP5;LAMA2;RGS16;TM2D3;ADD3;AGPAT1;SAMHD1;TFPI;RNF5;ADD1;NT5DC1;FAM120B;SPOCK3;CHURC1;GALNT2;GALNT1;CMTM6;PDE4DIP;LAMB1;GALNS;REST;RSPH1;TEF;XPNPEP3;CLUAP1
RUNX1	CHEA	125/1294	0.00410089638670383	0.0328071710936306	SCARB2;OTUD5;KDM1A;RAB3D;WBP1L;STMN3;F11R;FAM107B;SCAMP4;KRTCAP2;LGALS2;NUB1;FCGRT;RPS6KA2;STK16;OGFOD2;ARFIP1;KAT7;FBXO8;KIFAP3;FADS1;TLE4;STARD3;STARD4;NSMCE1;ARMC9;RNASE4;CNPY3;VRK2;TCEANC2;SUCLG1;TCTA;ZNF397;EXD2;AGAP2;SUPT4H1;RASAL1;AEBP1;ARPP19;GLG1;FUT8;GALR3;RDH10;LCN12;CEP70;STK38L;AMZ2;CD164;OSBPL8;RAB4A;SYNRG;RAB27B;NFATC1;ARHGAP27;COPS4;NSFL1C;TDP2;CCPG1;STT3B;EZH1;ZNF652;LGMN;XKR5;ITGB2;CLTC;PDE3B;WDR41;LRRC32;FCRLB;FAM102B;ZMYM4;ERMARD;GATAD1;ANXA6;SDF4;ITGB7;ACADM;ANXA9;JARID2;LBR;ARHGEF12;IZUMO4;ITGA1;AKR1A1;KREMEN1;ARAP1;PALD1;SUMF1;RBL2;KAT2B;FAM189B;AFTPH;RCN2;ACOX1;ESRP2;TAX1BP1;EVL;ITGA5;LCP1;RALB;RGS14;STX16;WBP2;PARN;SAMHD1;ADD3;LRP8;TMEM164;FAM117A;NEURL1B;ORMDL3;ANKRD54;ZNF224;CDKN2D;NPM1;LRRC27;STAT2;STAT3;GATC;RANBP6;RSPH1;GLOD4;TBKBP1;YPEL5;YPEL3
SALL4	Human	35/283	0.00350489000639042	0.0482045787498626	APP;CD63;KDM3A;NDUFA12;TMEM179B;CLTC;ARID4A;LZIC;FNBP1L;COX6A1;GABARAP;TM9SF3;LAPTM4B;LAPTM4A;ALCAM;LAMP2;ARL6IP5;CHP1;FAM3C;CTSA;XRCC6;YTHDF3;IST1;ANXA5;ERLIN1;AP2B1;TAPBP;TM9SF2;ARL2BP;TMBIM1;TAX1BP1;YME1L1;CNIH4;LGMN;PAFAH1B1
SETBP1	human tf ARCHS4 coexpression	35/299	0.00826196268065267	0.296742159613442	ROBO2;RNFT2;PDE1A;NREP;FNBP1L;RPAP2;NOL4;STOX2;PCLO;FSD1L;KIF21A;KIFAP3;LRRC4C;SCN3A;ST8SIA1;LRRC49;PBX1;TBCK;RAB30;ZC2HC1A;RCN2;SBK1;ABI2;APC;LRRC7;NOVA1;SYT11;RUFY3;NME9;YPEL1;FXYD6;FAT4;ASTN2;KIAA0408;XPR1
SETDB1	hg19	280/3067	0.000715565439561255	0.00572452351649004	RPL30;FAAH;ISCA1;WDSUB1;RFESD;RBPJ;ZFYVE1;ALKBH3;KRTCAP2;TBK1;TFG;CREB3L4;NIPAL3;ARFIP1;KIFAP3;XYLB;CDK5RAP3;TKTL1;ALG6;NHLRC3;ESCO1;SCAF11;ARRDC3;NSMCE1;ATG10;TALDO1;SCAMP1;ARMC2;THAP6;ZFYVE16;THAP5;XRN1;LACTB2;TCEANC2;TMEM126B;ANAPC16;ZNF391;PDE1A;SDR39U1;ABCB8;OMA1;LIAS;ZBTB4;ARPP19;RPAP3;NCSTN;XRRA1;RAD21;ARSK;VPS8;S100A13;STK38L;AMZ2;ZNF268;ZBED5;FDFT1;APOBEC3C;CDK19;ABCA5;XRCC4;STK11IP;LRBA;SYNRG;ERLIN1;LARP7;ZNF32;ACADSB;ARL2BP;STAG3;TDP2;ACER3;NMT1;NDUFAF1;RGL2;CEP89;CDKN1C;ARF4;FKBP10;WDR48;FASTKD1;CLTC;WDR41;ZBTB8OS;ARHGAP4;COIL;ARV1;AKAP11;TCTN1;SDF4;NEFH;ACADS;ZNF485;TIGD7;SPHK2;EXOC7;PARP2;LRRIQ1;KIAA1143;AKR1A1;WDR31;AP3B1;COMMD6;COMMD4;SUMF1;KAT2B;ALDH5A1;NME7;CLDN12;RBM12B;TMEM106C;L2HGDH;CD47;CRELD1;TLR5;RAPGEF3;STX16;GBA;ZNF518A;NPL;COX5B;FAM214A;FGD2;PBLD;ZFP14;TMEM168;RECQL5;CNPY4;ZNF226;SCAND1;PAIP2;TAF9B;YKT6;ZNF224;ZNF582;YTHDF3;AGK;AGL;STAT3;YIPF5;WDR19;GATC;AP2B1;WDR11;KBTBD4;LRG1;KLHL5;CCNG1;YPEL1;AGGF1;RAB3GAP2;RAD1;LAMTOR2;CEP41;YPEL3;ANKRD13C;ZNF331;GALNT11;ZNF570;KDM1A;TMEM167A;TMEM179B;ZFAND6;CEP19;SYAP1;SAT1;LCLAT1;LAPTM4B;RGS5;ABHD10;FPGT;ZNF449;ZNF569;CLCC1;RALBP1;FAM24B;RPS7;CDKAL1;ZCRB1;CHD1L;VRK2;THNSL1;THOC5;LZTFL1;ACAP2;TMEM135;RALGAPB;SPNS1;FKBP9;STAMBP;TCTA;SRSF9;RNASEH2C;ZNF671;COPB2;ZCCHC7;LRRC56;COX16;FAM149B1;ARL6;FAM114A2;YTHDC2;GLO1;COPB1;ARL1;GLT8D1;ARL2;CREBL2;KLHL12;COX7A2;NPHP1;TCTEX1D2;ZNF425;FOPNL;ZNF302;ZKSCAN1;WDTC1;NEK9;RAB4A;NEK4;VTA1;PCIF1;AP4B1;TDRD3;COPS4;CNOT7;AMACR;CCPG1;CPD;ACO1;STT3B;RAD9B;KLHDC9;SYCP2;NGLY1;PDE3B;ADAR;OPA3;ACP5;ACP2;CEP290;PAAF1;CDADC1;ARNT;ABHD14A;WIPI2;TCTE3;IQCH;SPOPL;ITGB3BP;RNF32;KDM3A;ZNF197;KDM3B;NDUFB6;VPS4B;NDUFB3;SRBD1;SAMHD1;AP3M2;RILP;FDXACB1;FKTN;CHURC1;NDUFA5;NDUFA2;ZNF181;FBXL17;LAMB1;FBXL15;LYSMD3;CPPED1;RSPH3;APC;SYT11;GLB1;SYT10;ASB8;XPNPEP3;KLF9;RBM45
SIN3A	hg19	188/2000	0.00165482173930934	0.00882571594298314	ANKRD13C;OTUD5;CMAS;CEP19;SYAP1;IPP;THYN1;GCC2;OGDHL;SPATA20;SAT1;ALKBH2;TBK1;ALCAM;FAM162A;FPGT;OSBP;NIPAL3;TBC1D10C;NUDT18;ACAD11;CDK5RAP3;ZNF441;RARS2;STARD3;OSR2;RAB2B;FAM24B;RPS7;GLCE;ZNF160;TINF2;FNDC3B;FLT3LG;THOC5;RUNDC3A;RINT1;THAP6;ZFYVE16;THAP5;CERCAM;KCTD18;ISCU;SRSF9;ZNF155;EXD2;ZCCHC7;EXD3;ZNF395;ANAPC16;FAM149B1;LMAN2L;AASDH;ARL3;YTHDC2;WDR63;ABCB8;ZNF23;RTF1;ZBTB5;KRCC1;ZBTB4;RPAP2;ADH5;WDR66;NEU3;NCSTN;KIF3B;ZMAT2;XRRA1;RAD21;NPHP1;TCTEX1D2;AMZ2;NDUFV1;KIAA0319L;ZKSCAN1;VTI1B;ISOC2;FDFT1;WDTC1;APOBEC3C;XRCC6;JUP;NEK4;TMEM120A;VTA1;SYNRG;GLMN;PARP14;AP4B1;PTRHD1;SCCPDH;ARL2BP;NMT1;WDR5B;ACO1;NDUFAF1;RGL2;LGMN;ZNF253;WDR48;GFM2;LRRK2;CETN3;NGLY1;LRRC6;ETFA;LSP1;WDR45;LRRC1;GLI4;SCPEP1;RSRC1;ACP2;AP3S1;OFD1;ZNF485;ZNF484;CERS5;SPHK2;PARP2;STRADA;LRRC49;ANXA4;SSR2;WDR31;AP3B1;ARAP1;TCTE3;NUDT16L1;WDR35;COMMD4;SUMF1;KAT2B;FAM189B;RILPL2;PACS2;ACOX1;TBC1D5;TMBIM1;EXOC4;ZNF513;EXOC5;ITGB3BP;PCYOX1;OAT;RNASEK;ATF6B;RGS14;VPS4B;PARN;PBXIP1;COX5B;FAM117A;CNPY4;ORMDL3;RALY;ZNF226;YKT6;ZNF224;FKTN;RSPH4A;CDKN2C;AGK;LRRC27;STAT2;RNF26;GATC;LCA5;FOXJ1;SUOX;RAB11A;ALDH4A1;TM9SF2;KBTBD4;CLCN5;SPCS1;NEURL2;SCD;KLHL7;GLOD4;AGBL2;R3HCC1;COPG2;CEP41;ACTR10;YPEL3
SIN3A	hg19	262/2874	0.00118859180311016	0.00763693630974718	RPL30;FRMPD1;STMN3;ABAT;SPATA20;NUDT6;NUB1;TBK1;OPHN1;ARFIP1;KAT7;ACAD11;TBC1D22A;CDK5RAP3;WLS;STARD4;NHLRC3;NHLRC4;SACM1L;FLT3LG;ARMC2;THAP6;THAP8;YME1L1;ASF1A;GCDH;ZNF395;RWDD2B;TMEM161A;RETSAT;RPN1;WDR63;WDR61;ZNF23;LIAS;ZBTB4;RPAP2;WDR66;NCSTN;CHTF8;NTHL1;CEP70;LDHD;AMZ2;KCNN2;RHBDL2;KIAA0319L;ZBED3;ACE;STK11IP;LRBA;ERLIN1;LARP7;ZNF32;XRCC1;LNPEP;PTRHD1;PARP10;GJB2;ARL2BP;WDR5B;STRN;NDUFAF1;LRRC36;ARF4;ZCCHC12;SPEF2;WDR48;SPEF1;GFM2;QPRT;CLTC;CITED4;CHM;LRRC6;KIF12;LRRC1;KHK;COIL;GLI4;AKAP11;PCLO;AIFM1;RSRC1;SUFU;AP3S1;JARID2;ACADS;OFD1;ZNF484;LRRC46;TMEM150A;TIGD7;SPHK2;LRRIQ1;KIAA1143;WNT9B;WDR31;AP3B1;JOSD2;COMMD6;TMC4;COMMD4;COPZ1;ITFG1;SUMF1;ANO3;KAT2B;RARB;VWA1;L2HGDH;EXOC5;RAPGEF3;KANK2;CD63;OAT;RNASEK;GBA;AKAP7;ZDHHC21;LIMA1;RECQL5;CNPY4;CREG1;SPP1;SPTSSA;PAIP2;CDKN2D;LMLN;WDR17;NQO1;RSPH4A;ZNF582;STAT2;GATC;VWA3B;SPCS1;GLB1L;FAM183A;R3HCC1;RAD1;ZNF579;ZNF577;YPEL3;CDK5R2;SCARB2;ZNF572;ALDH1L1;CD82;CHPF;TMEM167A;TMEM179B;NDUFA10;ARID4A;FPGT;SCN9A;FAM3C;ZNF687;ARHGEF40;STK32A;NUDT14;RARS2;TLE4;RPS7;FBXO16;STX8;FBXO15;PCOLCE;ZCRB1;THNSL1;THOC5;RUNDC3A;LZTFL1;SPOCD1;ADAM17;ERP29;FKBP8;SPNS1;TBC1D23;STEAP2;KIAA0408;KANK3;FBLN7;KHDRBS1;COPB2;RAB5B;COX16;ARL6;FAM114A2;ARL3;COPB1;CREBL2;FBXO43;KLC3;KIF3B;COBLL1;CLTCL1;ZNF546;FOPNL;NDUFV1;KLHDC3;VTA1;GLMN;TCEANC;LAYN;TDRD7;ARPC5;SUPT5H;AP4B1;COPS4;CNOT7;GGCX;FGFR1OP;CNTN2;CRYL1;PXMP4;ACO1;STT3B;KLHDC9;LGALS3BP;SCPEP1;YWHAQ;SCRN3;CEP290;SPATS1;LIX1L;ARHGEF19;ARAP1;TCTE3;ACOX1;SCN4B;ITGB3BP;RNF32;NDUFB5;NDUFB3;ZBTB45;AP3M2;NFS1;TIFA;FKTN;RNF20;TAF12;FBXL19;NDUFA2;FBXL17;ZFC3H1;CTNS;FOXJ1;PDE4DIP;LYSMD3;SUOX;GALNS;TEF;NEURL2;SYT11;KIAA0586;SCD;GLOD4;CDK2AP2;P4HB;RBM45;CLUAP1
SIN3A	Human	466/4976	2.35788691652411e-07	3.10062129522921e-05	IPP;TESK2;STMN3;THYN1;ABAT;ACCS;RBPJ;ALKBH3;ALKBH2;KRTCAP2;ALCAM;RNF114;TFG;CREB3L4;WDR91;CDK5RAP3;WLS;GAMT;STARD4;STARD5;ARMC9;ATG10;FNDC3B;SCAMP1;SULT2B1;ZFYVE16;RNF128;SCO2;ETHE1;RUFY3;FEZ2;RFX5;YME1L1;OPTN;ASF1A;ZNF395;ANAPC16;AASDH;SDR39U1;TAPBPL;OAZ2;ADH5;NCSTN;RDH10;S100A13;KCNMB4;AMZ2;VTI1B;FDFT1;LHPP;CDK19;FZD2;FZD6;ERLIN1;NR2F1;LNPEP;RMDN1;PBX1;PTRHD1;COL1A1;GJB2;ARL2BP;NMT1;STRN;PAM;EZH1;CDKN1C;ARF4;LRRC34;SPEF1;QPRT;CTCF;STON2;WDR45;FAM102B;TCTN3;TCTN2;TCP11L1;ANXA6;TIMP2;TCP11L2;JARID2;PCMTD1;ANXA4;SSR2;KIAA1143;FN3KRP;NUDT16L1;TMC4;LRRC41;COQ10A;FAM210B;AFTPH;RILPL2;IVD;TMEM106C;PAFAH1B1;EXOC1;PCYOX1;ASAH1;OAT;RNASEK;AP5Z1;ZNF518A;FAM214B;FAM117B;STYXL1;TMEM164;PAPSS1;TM9SF3;EXTL2;TMEM168;ANKRD54;STAT6;AGA;TAF9B;YKT6;ZNF224;JAM3;ZNF222;PAIP1;CDKN2D;GK;YTHDF3;STAT3;WDR19;WDR11;TM9SF2;ABI2;LPCAT2;PCYOX1L;CEP41;YPEL5;FRK;YPEL3;CDKN3;YPEL2;ANKRD13C;ZNF691;CEP19;FMR1;RAB3D;ZBTB26;SYAP1;LRRC73;LAPTM4B;LAPTM4A;ABHD10;SALL2;PAPOLA;CHP1;NUDT14;FADS1;NUDT12;TLE2;ZBTB38;CNPY3;CHD1L;THNSL1;THOC7;ARMCX3;OLFM1;ARMCX1;RAB30;RALGAPB;ARMCX6;FKBP9;TCTA;FAM8A1;SRSF9;RNASEH2C;ABHD4;FAM114A1;FAM149B1;FECH;ARL2;CREBL2;NREP;RHOBTB1;FGGY;ESD;KDSR;ZNF423;OSBPL9;RAB4A;TMEM120A;ANKRD22;NEK7;GLMN;RFXANK;COPS4;NSFL1C;CNOT6;SCCPDH;GGCX;ZFP62;CPD;FGFR1OP;CPE;ACO1;ZNF652;CNIH4;LMBR1L;SYCP2;RNF14;COX4I1;FLT4;NENF;SPR;GM2A;SCRN1;OPA3;RNPEP;ACP2;ZNF766;LBR;COA5;CDADC1;LANCL1;ARNT;NDUFC1;WIPI1;LCA5L;PCCA;TFDP2;ADORA2B;SYF2;ZNF638;PCCB;LCP1;ZNF512;RNFT2;ACSS3;VPS4B;PBXIP1;LRP8;NFS1;RBBP8;SAP18;FKTN;LINGO1;FBXL19;CTNS;CDC42BPA;CPPED1;CROCC;KLF9;PDCD4;STUB1;FOLR1;ISCA1;LPGAT1;CMAS;OGFOD3;SPATA20;ANTXR1;RCBTB2;ZDHHC4;STS;RPS6KA2;CPNE3;LGALS8;FBXO9;ARRDC4;SCAF11;COG5;TANGO2;TINF2;NSMCE1;ANK3;ASRGL1;LACTB2;CD109;KCTD18;ALDH7A1;OBSL1;LLGL2;GCDH;TMEM185A;RWDD2B;LMAN2L;SUPT4H1;ZBTB1;RTF1;OSGEP;AP5M1;CHTF8;KCNN2;ZBED5;ZBED3;APOBEC3C;CTSA;TBC1D8B;XRCC4;RAB27B;ANKEF1;EXT2;PARP11;ALDH6A1;ANP32E;FBXL4;CDS2;ITM2C;INVS;FKBP10;FASTKD1;GFM2;CETN2;CETN3;CROT;CLYBL;PCLO;NNT;PCF11;ZMYM4;QSOX1;CTSC;CTSB;PARP4;ATMIN;STRADA;GAA;AKR1A1;KREMEN1;NME4;ANO5;COMMD7;COMMD4;RAP2C;VWA8;ARHGEF9;ALDH5A1;PACS2;ZADH2;NME7;TAX1BP1;RHOU;AIDA;AMIGO2;ZDHHC23;AKAP7;ZDHHC21;NPL;NOL4;PBLD;RXRB;TCEAL8;OS9;CREG1;ORMDL3;TCEAL1;SUSD4;SPTSSA;AAMDC;NQO1;GCA;YIPF5;KAZALD1;SVIP;RAB11A;KBTBD4;KITLG;NUDT7;KRT19;SPCS1;KLHL5;KLHL7;CCNG1;TCEA2;AGGF1;RAB3GAP2;RTN4IP1;COPG1;SCARB2;GALNT12;GALNT11;KDM1B;NDUFA10;ARID4A;CIB2;OGDHL;COX6A1;TMEM144;FAM162A;NRCAM;PCOLCE;TBC1D2B;LZTFL1;TMEM135;FOLH1;TMEM138;SCNN1A;SPNS1;NUPR1;STEAP2;XPR1;FAIM;COPB2;COPB1;KLHL12;NDRG2;ALDH3B2;KIF3B;TMEM127;TBC1D16;KLHDC2;ACBD5;PCIF1;TDRD7;KLHL24;TDRD3;TBCK;AMACR;TAB3;STT3B;FGFR3;FGFR2;LGALS3BP;LDB1;CNRIP1;NGLY1;RND2;AFF1;KYNU;NPTN;AKTIP;ABCC6;ARHGEF19;ABHD14B;CTPS2;ABHD14A;IQCG;ACTA2;RBL2;FAM189B;RABEP2;TBC1D5;NDUFS4;NDUFS2;SPOPL;KDM3A;KDM3B;RGS16;TM2D3;ADD3;SAMHD1;RNF5;ERLEC1;NT5DC1;FAM120B;SAP30L;SPOCK3;PCED1B;PDE6B;ZNF189;ZNF185;GALNT2;GALNT1;PDE4DIP;LAMB1;GALNS;CRYGD;RSPH1;SCD;ASB8;R3HDM2
SIRT6	hg19	190/2000	0.000951615276855204	0.00652536189843568	SCARB2;ANKRD13C;ZNF331;OTUD5;FAAH;ACAA2;KDM1A;TMEM167A;TMEM179B;ZFAND6;ZBTB26;SYAP1;COX6A1;RGS5;TFG;FAM162A;PAPOLA;ZNF326;ARFIP1;KAT7;KRTAP3-1;CDKL2;RARS2;RALBP1;IST1;SCAF11;FBXO16;ATG10;FLT3LG;RPGRIP1L;VRK2;THNSL1;ARMCX3;THAP6;RAB30;TMEM135;RBP5;THAP5;RALGAPB;CRYZL1;TIPRL;SPNS1;YME1L1;ALDH7A1;ASF1A;EXD2;RAB5B;RETSAT;COX16;ANAPC16;FAM149B1;COX18;YTHDC2;ARL1;SUPT4H1;COPS7A;WDR61;COX7A2;ARPP19;OSGEP;ADH5;NEU3;TMEM123;NCSTN;ZMAT2;NTHL1;CLTCL1;ARSK;ESD;AMZ2;ZNF425;KCNN2;ZNF546;LRRC4C;ZNF302;RHBDL2;ZBED5;VTI1B;NEK9;OST4;CDK19;ACBD5;XRCC4;ZNF140;FZD4;RNASE10;STK11IP;LRBA;VTA1;SYNRG;LARP7;RASSF9;AP4B1;COPS4;IRAK1BP1;CNOT7;COPS5;GGCX;TDP2;NDUFAF1;NIT1;RAD9B;ITM2C;ZNF253;WDR48;GFM2;SPIN3;CETN3;CLTC;ARHGAP1;JRKL;ZC3H6;ACP6;SCRN3;TCP11L1;ACP2;ZNF766;ACADM;SDF2;CTSC;PAAF1;PCMTD1;OFD1;ZNF484;CERS5;LRRC46;TMEM150A;CDADC1;TIGD7;EXOC7;PARP2;STRADA;LRRC49;AKR1A1;NRG2;TCTE3;TMC4;SUMF1;FCHSD1;AFTPH;PCCA;SYF2;TBC1D5;NME7;NME9;RBM12B;EXOC1;ACSS3;ZNF197;NDUFB7;WBP1;NDUFB3;RBM4B;ZBTB45;CCNDBP1;OVCA2;SCARNA17;STYXL1;ERLEC1;RECQL5;ZNF226;AGA;RAB28;RILP;FDXACB1;ZNF582;TAF12;GABRA5;STAT2;AGL;NDUFA2;GATC;FBXL17;CDC5L;LYSMD3;RANBP6;RAB11A;RAB11B;RAB10;KBTBD4;LRG1;KIAA0586;CCNG2;AGBL2;AGGF1;RAB3GAP2;STUB1;RAD1;TAF6;ACTR10
SIRT6	hg19	193/2000	0.000396353704728219	0.0038966822055208	RB1;RPL30;CMAS;IPP;CCNC;ALKBH7;F11R;WDR91;ACAD11;KIFAP3;XYLB;CDK5RAP3;PAQR8;STARD4;ESCO1;TINF2;RNASE4;ATG13;RUFY1;THAP6;THAP5;THAP8;XRN1;SCO2;LACTB2;ZFYVE19;TCEANC2;ASF1A;ZNF397;ANAPC16;LMAN2L;ZNF391;ZBTB1;ZNF23;ARPP19;RPAP2;NEU3;COMMD8;XRRA1;S100A13;SCAP;AMZ2;ZBED5;VTI1B;XRCC6;TMEM184C;ZNF140;ZNF260;FZD4;LRBA;SYNRG;ERLIN1;WDR53;ACADSB;ABTB1;ANP32E;NDUFAF1;RGL2;CDS2;WDR48;SPEF1;GFM2;SRP54;ARHGAP5;WDR45;FAM102B;AIFM1;SDF2;ACADS;OFD1;ZNF484;IZUMO4;TIGD7;STRADA;ANXA4;AKR1A1;AP3B1;COMMD6;COMMD4;COQ10A;ITFG1;SUMF1;L2HGDH;RCCD1;GAS8;STX16;GBA;FAM214A;TMEM164;PAPSS1;LIMA1;STAT6;PAIP2;YIPF1;AGL;WDR19;APEX2;RAB11A;RAB11B;KBTBD4;ABCB10;LRG1;AGBL2;AGGF1;RAB3GAP2;RAD1;ZNF577;FRYL;ANKRD13C;TMEM179B;ZBTB26;ROGDI;LRRC73;OGDHL;RGS5;NUDT17;ZNF326;RARS2;RALBP1;IPMK;CDKAL1;CNPY3;VRK2;RINT1;RALGAPB;TMEM138;TIPRL;CHMP4C;SPNS1;ZNF436;TBC1D23;STAMBP;FAM161B;ISCU;ZCCHC7;TMED10;FAM114A2;COPB1;ARL2;KLHL12;NTPCR;ESD;TCTEX1D2;ZNF425;ZNF546;FOPNL;RAB6A;ZKSCAN1;ISOC2;CD164;GCKR;VTA1;GLMN;RFXANK;ARPC5;SUPT5H;TDRD3;COPS4;TFCP2;COPS5;PYROXD2;ITGB1;NGLY1;ETFA;ZC3H6;NPTN;FLOT2;CEP290;COA5;CERS5;ABHD14B;ABHD14A;IQCH;FAM189B;SYF2;ACOX1;ITGB3BP;NDUFB7;NDUFB5;VPS4B;ZBTB45;SAP18;RILP;FDXACB1;FKTN;NDUFA8;TAF12;NDUFA2;FBXL17;ZFC3H1;SUOX;RSPH3;XPNPEP3
