	Normal	Normal_Drug	Disease	Disease_Drug
C0	0.49748522214059127	0.5742665765977103	-1.4972292146765565	0.4254774159382541
C1	-0.5155934955443651	-0.6196532493004956	1.4911493905029316	-0.3559026456580716
