	Term	Type	Overlap	P.value	Adjusted.P.value	Genes
358	RXRG	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	MBD3;CIZ1;ZNF592;MAX;FOXH1;ZBTB32;BAZ2A;BRCA1;IKZF2;FOXP3;ZZZ3;ELF2;ZNF318;MAFK;CIC;MSC
359	SRPK1	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	ZNF384;FOXH1;ZBTB48;XPA;UBR4;NPAS2;NFKB1;CREB1;ZFP64;DPF2;SNAI1;ERF;ZKSCAN3;DVL3;BRD9;CLOCK
360	SYK	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	PRDM8;ZNF484;ZNF460;PRDM9;IKZF2;ZNF79;POU6F1;ELK4;KLF6;MTA1;TLX1;SP4;PKNOX1;CCDC71;HMX1;TAF1
361	TESK1	knockdown 96h MCF7 	16/300	0.00705100941988151	0.0696311065746564	ZNF771;RBPJL;DOT1L;RFX3;ZNF3;ETV3;FOXP3;GLI2;ELK4;YY1;ZBTB6;YY2;SP1;ZNF639;ATF7;HIVEP3
362	FZD8	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	PBRM1;SMAD4;SETDB1;ZNF282;UBR4;PAX3;TRMT1;ZNF35;GTF2F1;ATXN7;ZNF507;ZNF318;ZFP64;E2F1;PLAGL2;E2F6
363	GABBR1	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ATF2;ZNF484;CHD9;PRDM13;CTCF;ZNF3;FOXN3;GLI1;NR2C2;RNF2;NR2F6;NCOR1;ZNF668;ATF7;ZNF557;MAFK
364	JAK2	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ZNF550;DLX2;SMAD4;CHD9;ZNF10;PRDM13;NRF1;ZNF8;NR2C2;PRDM10;PHF8;ELF2;EWSR1;TLX1;ZNF236;ZNF696
365	NOX1	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ZNF484;ZNF263;STAT3;PRDM13;ZBTB5;GLI1;NPAS1;KAT2B;HOXB9;NCOR1;EP400;E2F1;PLAGL2;ATF7;MAFK;ZNF696
366	NR1H2	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ZNF771;ZNF484;SMAD4;ZNF10;ZNF34;PAX5;ASH1L;CHD2;IKZF3;ELK4;YY2;ZNF407;E2F1;ZNF710;ZBED4;ZNF343
367	NR4A2	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ZBTB39;FOXC1;TIPARP;TSC22D2;CXXC1;BRCA1;NRF1;GTF2F1;ELK1;PML;ELF1;DVL1;E2F1;ZSCAN12;E2F4;ZNF212
368	RPS6KA2	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ATF2;ZBTB24;MYNN;NR2F1;ZNF180;ZNF3;GLI1;IKZF4;POU6F1;EWSR1;TAL1;ZNF507;PLAGL2;ATF7;LMX1B;ZNF202
369	RYK	knockdown 96h PC3 	16/300	0.00705100941988151	0.0696311065746564	ZNF287;ZNF142;PRDM9;ZNF250;CXXC1;ZNF79;ZNF16;THAP3;SP1;ZNF639;ZNF280B;SP4;ZNF407;ZSCAN12;PKNOX1;TAF1
